index,x1,x2,x3,x4,x5,y1,y2,y3,y4,y5
15786,4971,4622,3289,5829,5340,4125,7201,397,8945,4865
15787,3592,8833,1843,7175,7581,4820,8071,8063,8504,7885
15788,5229,3919,329,7905,9220,3025,5530,967,8153,2347
15789,3644,9063,4969,4892,4400,3287,2392,2302,284,8107
15790,4037,4966,1507,6110,7088,4724,5726,1892,9816,4644
15791,2969,5070,6098,6917,7760,901,9287,2001,5619,7807
15792,9547,1754,2359,6833,6875,5151,3835,7931,9607,1791
15793,388,2371,2488,7906,4716,2854,3077,635,3686,7589
15794,5295,6313,5317,5393,7364,1895,8322,2696,6533,9542
15795,4379,6946,7793,5895,8302,9120,8319,2619,5811,2559
15796,2105,9584,4481,897,6541,3472,8697,134,855,6497
15797,4325,334,1944,9913,8861,5778,9622,6843,2434,6762
15798,5693,9349,6502,381,7598,1674,5595,5100,5071,6250
15799,1640,5376,9059,1765,4518,5058,8594,796,6493,9078
15800,8219,1901,3512,8109,14,9734,8086,2117,9860,1904
15801,5280,320,6450,5421,4488,6333,574,5530,8100,2780
15802,3729,1467,6051,31,6926,3809,7492,4436,2515,4838
15803,992,1744,6709,3994,3876,5858,5126,3714,5969,2903
15804,3736,663,6291,1584,8714,5029,1737,7289,6153,2020
15805,2572,5495,5765,1860,6209,2809,932,2603,7224,3466
15806,1351,1922,1086,8885,2873,8461,8475,1681,724,1825
15807,9928,1756,571,7974,9478,4886,4246,26,4871,7102
15808,6743,6556,5966,7827,2412,9876,6343,695,6049,9540
15809,9213,5093,4209,2565,7384,617,3830,8721,6900,1830
15810,2494,9572,677,4455,6686,6804,4959,8815,6101,1391
15811,1970,8863,7165,8100,1287,7260,8612,8675,6428,3964
15812,5777,754,4138,2610,4845,222,3319,6215,2430,531
15813,9846,4538,7399,9996,6293,7793,7676,7746,3206,5361
15814,554,9748,9855,3025,6028,3310,5221,9794,4069,5155
15815,8049,6354,5233,73,7529,9857,1097,7348,9600,5575
15816,1979,121,7945,9378,3775,3308,9397,7969,2194,1971
15817,3890,689,6139,7764,8758,9646,6936,4281,7106,8642
15818,1199,1210,6746,1554,8805,7229,6119,5347,6515,8123
15819,9076,3033,5358,6990,711,8536,1449,5478,5927,5623
15820,5818,7358,9749,943,5195,4706,8578,5131,4946,9749
15821,2351,5328,2099,9410,663,2218,8633,4613,6973,8234
15822,2199,7155,2153,8691,2310,7065,7196,7803,3599,130
15823,5598,432,2833,1326,6093,8901,2234,6025,5652,9158
15824,1085,1699,5419,2082,7142,7418,9346,9876,267,489
15825,8970,9059,8158,7632,5540,5835,2664,9327,2699,3913
15826,1271,7896,8571,1252,550,9255,7400,7255,8851,5470
15827,4948,7881,5551,7843,5267,1608,9632,1255,2227,6939
15828,9038,8300,536,8006,3758,9611,2659,5363,5561,3634
15829,8406,8539,336,7944,3067,3993,3521,6123,2911,3454
15830,5914,8913,1677,3285,3411,5076,99,8469,6499,9659
15831,7356,551,266,7082,6340,8680,9517,6007,7158,2406
15832,1331,3050,4051,6128,3472,8214,178,3620,3685,8342
15833,6358,5885,8792,2922,2077,3771,7575,7089,7195,9118
15834,4882,3981,4818,7576,5447,3597,5310,91,7939,5349
15835,9390,5898,7345,5570,9321,1864,3719,4484,917,7712
15836,9482,1197,9594,5258,2359,1389,1691,6479,1699,9736
15837,1545,7042,7680,3652,8600,4001,4222,3444,4420,3842
15838,4892,8489,1670,1075,9029,9982,3900,520,7249,8136
15839,3273,2814,1781,1094,3867,846,4014,9950,8666,2128
15840,7112,8927,5085,5229,7338,582,3904,983,7659,7392
15841,5773,1429,3132,9106,4314,6180,7979,2038,6390,8817
15842,7601,8826,8819,5408,3871,3355,4893,6407,9621,5191
15843,5379,8357,3915,3694,4770,2038,4287,4770,8586,6972
15844,3102,3988,1877,6201,7034,853,4617,3743,8409,153
15845,8011,8424,8697,7524,3559,7070,5163,1971,9760,728
15846,6289,1474,2183,9483,4733,1058,2379,2869,8078,5406
15847,4556,9128,4241,2488,6152,7312,5385,592,6693,5475
15848,154,5606,4572,9225,7166,7417,3817,7397,6568,7769
15849,4557,1946,4120,2900,4591,9322,2600,3666,7063,33
15850,2356,4190,5956,4821,4545,9660,4154,6302,3094,5993
15851,3095,3021,1655,8954,6693,7801,5189,5899,6280,1514
15852,1461,2158,1231,2586,1886,2750,2070,9260,5600,6264
15853,5634,6520,2441,950,9849,2952,8498,8866,5374,2743
15854,818,4512,7612,156,5677,9336,9247,3759,9258,1106
15855,6621,9145,8295,5150,4533,6475,1360,848,9882,4198
15856,2957,9895,5505,2053,2512,2726,816,9594,6478,6040
15857,117,2455,3996,7834,1324,5478,4281,4371,4926,9966
15858,4020,9811,3830,5878,2626,7823,5107,7965,5865,9695
15859,7019,2994,9688,5993,237,6470,9962,9369,106,5244
15860,2921,1696,5922,5477,1572,6074,8426,6691,6134,5916
15861,1494,1180,422,6877,7708,2333,4406,240,2978,6006
15862,4285,7794,6048,8422,9511,3218,3804,2337,6309,5012
15863,532,5170,6518,7335,1474,7206,1622,6633,4605,293
15864,8178,304,680,7114,2628,2263,1550,1858,6217,8088
15865,4325,8199,8233,5164,9418,4860,9708,5378,4685,1938
15866,604,6519,1432,6829,5238,2114,1772,5790,8177,6996
15867,681,5095,3793,454,4646,4122,2905,5171,2375,5926
15868,3629,5501,1789,4542,4780,1970,6694,6800,5057,9622
15869,5070,2761,923,4232,1075,1557,8812,580,4558,9036
15870,6111,4540,3991,5633,5398,1549,8731,2070,4197,175
15871,5795,5601,4346,6292,8340,6429,7431,2629,8429,6502
15872,7663,5685,6657,2674,1238,7502,2630,8836,852,9780
15873,8462,3449,4602,7819,5687,3936,7811,6159,3375,345
15874,7560,1752,2111,2553,210,7531,9225,2291,8933,9967
15875,1635,9264,608,3357,3551,862,5326,808,2906,8655
15876,8640,9406,1379,7611,882,390,316,1633,3338,4871
15877,7985,8118,9793,686,8301,2481,2981,8986,2319,477
15878,8342,6913,3467,8580,8716,3814,1408,5648,4992,5581
15879,1403,7335,9718,5630,1765,9471,670,2187,3730,7514
15880,4819,5044,5884,2255,9215,5361,972,5313,1013,6232
15881,201,1781,4767,7362,4935,5209,1325,282,7429,6967
15882,5237,9509,780,8757,2977,7871,8525,5650,3329,7224
15883,8880,5339,4742,2050,845,1939,5553,5681,3762,8103
15884,5242,1182,7844,2191,7594,3802,2784,2450,9707,3391
15885,5173,42,143,8119,7998,6490,74,3226,3829,3663
15886,8224,6898,1467,6559,4958,3651,6143,8800,871,6107
15887,8543,9895,8403,2020,9597,2369,1739,3172,6234,9257
15888,4984,6126,9518,4200,3603,7206,9027,4684,1197,1537
15889,8190,234,4360,4489,7628,5764,1726,2703,7277,1955
15890,8538,6340,8378,4012,1344,7581,2124,7166,3307,1523
15891,5082,2693,6313,9364,6838,7526,694,8993,3472,4874
15892,8271,3160,2045,468,1984,3834,1646,7286,64,3664
15893,588,7521,1184,4770,9007,3363,2623,954,4206,3129
15894,2721,6846,8450,4995,3868,4126,3644,8427,3171,4406
15895,7937,1254,7423,4943,6701,6155,1933,1221,884,2887
15896,3207,4246,8248,6787,5685,9105,6331,8265,9131,4618
15897,8207,4210,8589,4689,848,1693,686,4499,3403,1718
15898,1520,6117,7963,8076,4280,9923,9069,2222,694,5602
15899,43,4266,7827,6550,1300,6399,9874,9401,5457,3670
15900,4274,86,1030,6134,7455,7013,2288,8440,4248,7057
15901,4649,4702,8940,6943,5651,8829,7996,4925,5159,2115
15902,6836,4065,1211,9509,8272,2075,431,8352,5269,2923
15903,8961,306,2610,7148,5710,2031,1596,1096,9918,3772
15904,1765,3306,4107,5686,7605,7015,4403,5970,8931,620
15905,9010,3723,8165,4465,2871,7700,3152,4555,9759,4537
15906,1801,7937,4432,3883,1441,8642,290,5723,6280,8461
15907,8456,4966,9609,3408,6263,9341,2949,4407,7054,8780
15908,1667,3933,6785,5124,5228,1298,3526,9356,9303,9500
15909,5719,7211,939,399,4744,7801,1296,5480,161,8720
15910,92,3628,1996,7398,1553,8347,8267,7820,7390,6712
15911,3116,2200,9496,204,9249,3013,1066,9185,9918,1371
15912,6200,9388,5856,7945,6246,2984,4031,3658,5577,1374
15913,7840,7081,8858,2164,8052,2839,4454,4471,9265,137
15914,6611,9503,4705,7335,5391,8721,3885,537,6324,528
15915,2554,700,1961,4757,3906,8590,7201,9236,4370,7765
15916,5356,7824,6622,5329,4773,2927,4151,3504,4333,9546
15917,6675,2600,648,5501,9094,5107,8285,5394,2614,222
15918,3571,9223,4534,4645,8199,7565,788,6563,7001,9094
15919,4088,1915,4149,8466,5147,4927,3291,1334,5852,8056
15920,6333,6740,5709,5690,7571,2577,5171,7453,8695,7436
15921,4125,8425,7729,5144,1914,4652,4487,5746,2782,9151
15922,7697,1850,3347,6902,7344,9158,5757,963,4796,4799
15923,160,7371,4245,5475,2389,8638,2994,9997,2171,7581
15924,5766,4099,591,3152,5697,5679,5347,2261,9802,1555
15925,9397,40,7042,4088,9306,8598,8744,4632,3983,5510
15926,6357,5338,8741,3829,3801,2568,2706,2285,644,8609
15927,6131,1956,8756,6025,5672,10,2415,4115,7254,4807
15928,8840,754,7634,9329,4549,6878,9431,8963,9463,1474
15929,9401,1053,53,3051,3151,3021,7514,3054,488,8120
15930,7331,5698,7089,8326,875,9517,4842,7171,5539,7401
15931,2057,7130,5523,7058,5338,5838,1636,2836,2773,1993
15932,5087,1271,7876,5628,6748,1794,4988,9119,278,1246
15933,9995,1548,3949,7848,6862,5865,4138,8834,2754,5000
15934,434,8665,3182,4978,5554,7519,8661,1695,1862,765
15935,8996,7449,6456,1227,4216,5079,3050,247,914,9196
15936,3366,470,4056,9333,7371,8536,5325,2049,5262,2782
15937,4317,9776,5142,1068,3589,8875,9664,7610,1690,5891
15938,1335,4995,953,3583,2721,8647,6221,890,9222,8592
15939,9835,4461,2269,3830,5415,3481,3728,4521,1838,4980
15940,270,8867,8885,310,7278,8835,2334,2002,5170,3400
15941,9833,9516,9063,8063,4846,3674,6564,78,8701,4414
15942,3444,2995,2364,5133,2689,5505,4980,9287,8331,5947
15943,8738,841,1370,462,8141,9836,9961,5208,7592,7347
15944,6630,7949,8408,1733,3904,6471,542,5372,4458,7894
15945,5599,5849,9791,7656,6274,330,5351,6953,9529,4068
15946,1431,2096,637,3963,1796,742,6077,4471,5516,1758
15947,3421,7123,8912,1826,9251,4915,6381,8379,6948,2857
15948,4484,4932,7910,8626,5038,9561,4416,6242,5504,2109
15949,3753,452,5708,885,7550,7855,4442,2178,5846,3681
15950,5082,9144,3762,4907,3148,4228,418,4157,627,7947
15951,4442,9151,1868,1892,3596,2445,1063,273,4616,8805
15952,9618,3258,5302,4542,6954,5679,7795,1677,7240,3489
15953,1829,2892,4574,3285,37,6581,4990,1341,5064,389
15954,5109,5472,5909,443,3737,9321,8081,5025,9542,6522
15955,1120,6958,5752,4224,7685,7770,3281,2588,7149,2101
15956,1427,3413,4067,5547,7892,7860,6768,6718,8787,7693
15957,3979,1717,6551,3328,8802,2787,9627,762,3809,7474
15958,5268,9034,9580,2630,873,5965,8049,3364,6723,1625
15959,5786,8214,1111,6410,3864,2190,9630,1455,4680,8437
15960,5332,9139,9764,1456,3234,846,3161,5443,8287,2482
15961,2196,4515,4350,442,7510,8792,5598,9108,7333,5501
15962,8049,7092,422,7603,5947,121,8366,7274,1537,3265
15963,1407,5544,7449,5910,225,5313,5384,7519,1543,8916
15964,4666,8140,3284,4145,3890,8227,6815,1010,1289,5252
15965,9216,4640,6738,6641,2038,1290,3594,2472,6857,8189
15966,7150,3460,9266,4232,1382,5693,5217,3886,4179,698
15967,5458,2694,2154,7405,9487,2448,5295,1360,2413,4619
15968,9701,8129,2524,2735,7731,4422,3624,6757,469,4830
15969,9489,1048,1737,8495,7542,2429,644,6774,6278,1875
15970,8454,5596,6195,4343,527,5931,7717,453,1806,8010
15971,182,1019,6765,7861,6237,81,8229,2077,2853,6628
15972,2313,5850,6333,2852,3097,5694,3568,6052,2342,4228
15973,3938,9094,75,9339,3002,4534,1085,666,1956,2417
15974,8921,8774,8585,4211,4969,9394,1854,3193,3352,3299
15975,1304,4263,921,3809,3978,2109,9252,629,8574,8286
15976,8916,2881,4048,1074,4210,9020,5370,6067,6936,8759
15977,7932,1613,3744,3065,7307,8993,9830,5084,3300,6736
15978,4188,5050,1467,4496,2869,5770,8098,3192,7910,1254
15979,6327,5874,8537,8413,1051,6936,9707,1321,6807,5173
15980,5932,4404,9523,5236,243,9321,370,9639,4054,6222
15981,4131,7424,7649,4654,4570,6740,2675,6148,1585,4877
15982,9560,4519,5282,5360,6710,1002,8820,371,8692,3753
15983,7906,8926,36,2015,435,4176,8998,2501,6453,2219
15984,3527,8525,2706,6964,5154,3573,944,7312,9867,5705
15985,7678,2835,8297,5787,9180,6891,5232,4737,1026,9355
15986,2319,5394,9186,853,2089,5393,9520,1203,8322,1142
15987,3534,1507,7889,1165,1932,5538,9354,1464,4057,725
15988,1682,6171,8766,8224,5247,7534,5593,2486,5591,9655
15989,2221,1734,3215,9587,1345,1032,890,8972,3509,9074
15990,6119,4760,3953,4737,6086,3276,4477,3014,1017,5770
15991,6817,4251,3716,7215,4697,2129,3452,2640,7342,8498
15992,1670,5030,2618,3215,5398,6883,2621,7039,7901,9055
15993,3312,9852,5232,8315,3726,5500,5348,1967,5757,548
15994,4282,3260,2911,8454,2297,2330,9619,9952,6783,5115
15995,4472,3142,1447,5333,2362,7062,3162,9899,2162,6773
15996,8428,4324,6976,2366,8246,1938,6012,7623,9060,6220
15997,9106,209,8800,7081,5281,1436,5980,8407,8991,4591
15998,1415,4125,743,8412,5424,9606,5096,4927,3207,4810
15999,5363,5086,7135,7687,9291,8557,6224,4351,2966,9626
16000,1301,4711,457,6545,7505,1191,3004,1117,9433,8621
16001,4634,5952,8986,8030,7840,2029,5832,2338,5088,7786
16002,4570,8897,4042,5464,6227,3351,6573,5897,2688,4920
16003,7909,1309,3775,2136,1716,6458,1671,2368,4705,8831
16004,7309,9666,3667,3076,2184,8231,980,2891,1339,72
16005,1799,1027,7185,2493,9065,1859,2251,6577,6070,4438
16006,1007,7858,5302,6943,5353,8981,8937,4029,7614,8695
16007,6428,2597,182,6481,5098,5169,7292,4003,822,9113
16008,8373,1634,9277,2437,8855,6753,8007,9423,9647,1625
16009,5778,6401,6042,5874,2192,4441,8659,7392,6245,1341
16010,2912,2244,576,7076,8356,8838,4067,1066,6037,6734
16011,3616,2711,6906,2115,6980,9172,3672,4884,7049,4788
16012,5318,705,5010,3720,1975,9308,3216,1266,5544,1079
16013,8256,3844,2720,3130,9124,2913,145,5599,6575,7700
16014,5273,8014,3487,728,6638,9147,4200,286,7017,2419
16015,2727,2160,6061,9272,1330,9690,6675,6754,7672,1259
16016,8730,6180,4167,6835,7715,171,108,3158,2204,9303
16017,6322,2671,1248,1195,7925,5706,3159,2531,1373,7948
16018,5468,6397,6417,1394,8054,6906,3415,9218,5542,6112
16019,6650,233,9871,3384,4802,2411,6038,6209,630,3743
16020,9698,1978,8254,3335,138,9696,6185,7308,9720,7335
16021,8700,7751,4299,3627,6617,3454,9638,8316,5984,8143
16022,3531,8234,5004,8305,8606,6532,6699,5584,6022,8559
16023,3959,2690,1537,1642,3658,4499,8002,2848,1449,4422
16024,1833,7915,7281,1598,555,4805,5698,4085,4290,238
16025,5259,1687,3688,3002,9743,6487,4877,2601,2456,1570
16026,207,1954,9327,8842,8720,1496,6405,2981,6954,9499
16027,8336,7222,268,4078,8633,5744,5139,9560,8787,3988
16028,7688,9355,6220,6921,6334,2702,2623,7997,474,7757
16029,4762,1613,5803,5456,2676,6110,4875,3758,5193,8474
16030,4170,7046,3709,4542,5313,9732,7974,5254,4277,5175
16031,6155,6695,9585,6130,7533,7488,5346,9495,2897,919
16032,3091,1959,1785,1925,4654,7524,1002,4078,5570,1015
16033,4518,7454,9442,2695,3792,3655,3486,1974,5921,5179
16034,955,6867,2590,4153,5605,6282,8948,3442,8366,215
16035,720,4304,9381,1279,1100,2281,366,8451,1085,3406
16036,1424,8867,4249,9867,9002,2492,9117,7116,3201,8345
16037,8263,610,765,6611,2604,5954,2061,9818,5445,2625
16038,2624,669,4045,2788,1494,4754,6193,8059,8298,7011
16039,9461,5146,9634,3060,7073,7173,1912,7322,6656,1936
16040,9881,5965,4800,6573,103,5084,7946,6193,2811,1873
16041,1367,1367,6323,5886,2143,4392,5347,9817,3264,1220
16042,5708,7416,9851,9578,4023,1526,4536,9129,6823,6382
16043,9621,9517,7755,6145,7685,6752,6448,1253,5801,5893
16044,8576,8151,4756,6552,7640,1848,370,3271,3027,138
16045,9121,9486,8393,8701,2048,7276,8266,2410,6738,3909
16046,2477,7881,1921,3447,1556,6586,3269,2142,9319,760
16047,2521,4080,2898,6589,2232,5258,3053,5968,4401,3314
16048,8222,1645,7399,3596,7032,2940,4794,3889,5071,1110
16049,2527,9307,1320,4428,1873,3409,4629,2444,6268,2577
16050,2588,9917,2033,8186,5279,3807,7789,4369,2923,3003
16051,2729,1805,7470,695,2443,8773,658,8561,5200,2762
16052,9202,7540,4892,6357,587,1033,1900,1368,971,1651
16053,5931,1511,9069,5536,8014,3915,5757,9868,6517,3671
16054,5980,4050,4079,6784,8115,5907,3219,6053,6509,505
16055,4150,9059,5193,2889,6266,7687,8578,3760,1919,8919
16056,1889,9585,9310,9747,4439,5170,9935,2883,8269,1185
16057,7169,5521,8545,6524,8188,4711,4594,1110,6109,9226
16058,9194,4623,9378,4732,7021,3461,3624,6466,9169,9716
16059,1842,3115,5726,7362,6607,11,6833,4202,5321,3584
16060,7777,8500,5926,1981,2874,577,574,7628,33,6091
16061,3449,937,8504,9517,5393,1848,3151,5451,859,8681
16062,9854,9332,6948,1309,9093,8933,8070,5453,3802,2242
16063,1540,2564,588,7779,7156,2184,1143,1868,2329,4496
16064,7015,3521,7444,4232,7266,9337,2324,995,6190,7872
16065,5156,4331,522,8799,1573,3855,6955,6676,5709,2044
16066,568,2820,8742,6210,1845,5869,3968,4722,8026,9058
16067,9005,6285,2409,6937,9266,351,590,7145,7961,7934
16068,3731,8835,636,3717,2325,9568,7827,6635,3853,3926
16069,2744,2530,2778,5199,8156,7757,4522,6274,9645,7849
16070,9312,3989,3602,1524,7494,2228,3379,3417,7331,2741
16071,3635,3777,4005,4961,9334,6477,5709,5054,5632,3889
16072,7435,2789,2890,3826,5275,3589,1616,1216,9456,8257
16073,9780,2157,9144,9670,4934,7824,4905,6329,8751,9440
16074,6017,9197,9910,151,7265,4991,6622,1170,3803,4161
16075,8935,7081,7667,5316,9574,1872,7973,7079,1854,7722
16076,9919,4537,8450,9476,3067,3962,1020,707,9865,4223
16077,723,8930,5144,6461,3727,1885,2836,4550,9110,4548
16078,426,8033,1053,1763,2643,8137,1730,1009,2133,8101
16079,7845,9488,6339,1045,6620,4951,7070,7343,7176,8643
16080,3169,9648,5226,2840,9042,730,6334,9981,8400,2279
16081,4585,7253,1412,8830,4220,1031,6325,8794,6064,3274
16082,6252,3125,4709,5437,7789,4128,1770,5881,3663,4964
16083,9587,9536,8743,1750,7855,3057,2260,5284,6226,2312
16084,2236,5811,1986,8357,6864,3624,980,4130,1843,6360
16085,162,3540,1061,4924,525,514,3946,794,5889,183
16086,9617,2650,6682,7849,877,3334,6859,7913,7590,3819
16087,9372,4237,5793,8618,5774,3501,8248,1237,8133,8633
16088,3264,111,1009,7119,6408,7804,2959,2029,8421,8918
16089,6925,2917,1272,3521,6376,6492,5884,4572,3728,7786
16090,4623,2836,1285,856,1506,3290,2248,2322,1887,7698
16091,6332,6639,1087,2100,9984,816,9597,2,4165,7020
16092,8299,8652,8564,2058,5409,8589,874,9556,7271,8115
16093,872,9907,8535,7179,337,824,7512,2529,9535,8910
16094,636,7186,5127,5032,8300,8168,2232,9812,5275,5547
16095,8152,3387,4971,9842,7531,1531,8911,1865,8174,8413
16096,8638,9186,4231,6857,6797,3909,9779,6665,1090,2201
16097,12,5134,6975,8677,4115,8372,8154,9238,652,8392
16098,4159,9788,3989,6344,5581,8518,4312,1732,861,5460
16099,1650,2137,6383,3178,2481,3,6364,2771,8018,986
16100,3779,671,723,5372,5081,451,4823,5179,7743,629
16101,6166,9167,2517,1843,337,4054,5656,1456,2695,4883
16102,3051,3945,7033,4603,6273,4435,8835,8342,4610,4605
16103,7397,7509,9050,3407,9201,3459,1681,1083,4041,5928
16104,2873,6966,969,1168,8459,9950,4373,5827,762,7033
16105,847,4541,4891,8258,716,3802,2397,2370,9883,5214
16106,277,6173,3659,5243,9044,4267,8561,9838,994,9984
16107,8481,9319,4836,7058,4250,9517,1238,8861,2328,2040
16108,5609,2815,6154,7492,8096,6013,6547,125,8689,8716
16109,9854,5651,2126,8981,741,3930,3708,1748,2279,2828
16110,9166,5760,7406,8661,7190,4093,5798,430,9468,9195
16111,9496,2028,966,699,7238,8297,3929,4243,9531,2101
16112,1418,5628,5596,2549,2883,5806,2521,8157,9856,7912
16113,8895,2629,831,838,2610,2490,4398,9645,9178,9355
16114,8297,8714,7774,7920,8329,9964,9117,6136,1031,6166
16115,5231,393,9426,5865,719,1433,5206,1455,5153,3475
16116,7847,6013,6843,4791,8533,5699,8177,1243,133,3219
16117,7693,5137,2523,3252,3439,4416,1977,8755,8872,1488
16118,4887,9832,175,8802,4868,8575,5936,2578,8464,4558
16119,6227,7984,5735,4334,3165,1421,291,5615,4488,8840
16120,4503,5240,1905,4236,8465,4464,990,6052,3763,6349
16121,5442,6779,1854,7837,3680,2398,4618,165,5610,8648
16122,4351,6209,1382,8143,8448,9053,173,3895,220,8588
16123,9869,5138,6792,1526,8876,7011,4669,8405,7485,6405
16124,2103,6206,1099,3029,7572,6019,3391,6305,3482,928
16125,8194,9426,2976,4354,9064,6684,8129,1429,854,9162
16126,7787,3640,4286,3272,1376,9019,5586,2787,2503,4226
16127,4225,6684,6811,5386,6124,7867,9692,8528,5829,1180
16128,8229,9213,5317,7950,2146,4571,1473,8512,7542,3213
16129,6828,4342,9506,1692,459,4057,8457,7957,4923,9437
16130,1653,6557,2945,1776,8933,4375,783,4390,856,8393
16131,3921,6739,1612,4410,9156,9234,9095,4481,7758,1879
16132,8504,6199,3320,6833,2352,8178,250,6055,3669,9524
16133,3506,6066,9723,8862,2283,5566,5627,4394,8269,7558
16134,1987,3013,836,1246,5343,4720,213,1751,44,5260
16135,8647,8781,3809,1797,2866,9051,2602,8625,5202,6710
16136,6311,6863,5730,8955,7962,9047,1733,4374,3331,3595
16137,2521,3432,7067,3157,23,8339,2866,1134,8037,560
16138,131,2039,3576,9476,73,7541,5276,3151,6712,8396
16139,5861,9083,6130,1157,1695,7443,9475,3427,1616,391
16140,9278,3481,3710,4539,8588,2726,7963,6030,728,6696
16141,9887,4825,5750,5252,4003,7979,15,8175,3083,9915
16142,6902,2730,6076,2630,1745,8577,3767,8132,7835,2446
16143,1797,9367,9715,9719,4459,5891,1284,987,4066,1712
16144,6348,9453,138,3937,4601,9563,4571,4233,9181,9196
16145,4652,6080,1219,1986,2326,9471,6998,4033,4255,3207
16146,1490,986,9697,4449,7457,1892,1188,4571,1484,9115
16147,6462,7380,7067,3019,9321,325,1386,4169,6499,3430
16148,9243,8895,482,7387,1171,799,2389,4373,2950,1386
16149,3585,7275,9891,6838,7360,9820,9494,2069,9864,9045
16150,9114,311,6264,9182,4515,8812,2599,1688,9276,3460
16151,6937,4671,7314,2682,8531,6896,6337,3584,4520,8942
16152,8312,6430,1280,4814,3882,9544,5251,741,4065,8980
16153,7241,625,6885,9295,3094,8933,6157,8586,7316,7827
16154,4141,9123,7685,1356,37,5528,8538,3960,8149,5245
16155,5646,441,2118,8916,2592,6671,514,7486,4114,8756
16156,6121,8353,6431,1913,8947,3298,4364,5826,9882,5628
16157,9593,4341,7271,7076,1697,4965,4229,9311,9443,6139
16158,831,5117,5232,6379,1143,9187,1045,1082,3994,745
16159,981,6829,869,6798,6464,8835,3264,3829,3271,9655
16160,2640,2205,9173,92,8328,5375,1712,4250,6649,1639
16161,9707,9565,9404,6133,6883,2378,5719,5124,1065,937
16162,1514,7285,4891,3540,5268,7902,2542,6823,7078,3929
16163,9774,4905,402,6344,4216,9553,1935,4559,3249,5735
16164,937,3424,5608,5790,4471,6648,2915,6971,1117,7955
16165,9748,5743,6153,8214,9305,5250,6314,6264,9363,4078
16166,829,4834,3138,210,4000,6509,4031,3644,785,3120
16167,6241,335,5722,4188,12,7484,3344,2192,9099,8142
16168,5665,4152,7671,3543,4424,288,6220,7313,1979,3547
16169,508,520,2498,5358,5447,6414,3066,1539,5912,9472
16170,284,1426,6393,5117,9295,7334,7214,9456,6232,2145
16171,8383,4614,5286,4878,6859,7207,9385,966,6011,3944
16172,2765,1128,6125,5792,6011,3301,3794,2197,4446,7971
16173,2827,8837,5951,8924,1035,3439,4484,1638,414,7217
16174,8882,6650,3636,6458,6045,9649,5782,5402,5383,8406
16175,7824,6230,4682,8314,6779,3736,6566,1196,1305,8723
16176,8960,5129,3859,2753,1026,8343,6308,3653,1165,6674
16177,6058,7998,492,7407,2817,6809,5551,8942,5666,3454
16178,2125,6124,7943,301,960,1190,8408,6251,4293,5788
16179,5838,5331,8615,8694,3889,6841,2698,971,3854,1702
16180,6825,1160,3964,9710,1533,6887,6629,8295,1524,7841
16181,2767,987,1109,189,9363,9274,511,7062,3526,4700
16182,723,5806,105,3013,2865,3149,5703,3294,1924,7359
16183,3857,3680,3725,5247,7924,3613,222,2485,7825,9303
16184,7862,7956,5146,2612,3414,6809,5596,3195,5820,3563
16185,4795,3943,5416,6429,6032,2211,4234,1627,7995,6348
16186,425,8925,9182,1129,9142,7691,2553,5037,8592,4670
16187,4207,8417,4357,7926,6093,4282,1949,4726,6701,3958
16188,4838,6193,713,929,7753,5512,8206,8232,6817,7932
16189,8801,8272,4681,2167,1312,5700,7120,5539,3330,5988
16190,9295,5255,5450,8636,8139,152,636,4363,219,1519
16191,7265,7596,1459,5312,5060,2934,1644,3921,1582,703
16192,1734,3222,636,8094,1764,8382,7704,7731,9646,5637
16193,6584,6049,6475,5563,5003,524,8357,8258,9476,562
16194,905,1737,5751,540,5962,968,4320,8420,9926,2949
16195,8355,7799,1153,284,7367,9864,4138,5878,1556,6634
16196,1243,1989,1416,8608,3942,7146,5077,4698,5751,8794
16197,7284,4364,2591,1188,6220,7831,6222,5344,4765,7180
16198,1967,1846,1472,5622,9556,9242,4530,325,8425,3289
16199,6610,3677,5785,765,9143,1359,4091,1261,7600,6297
16200,1950,2487,1580,2455,6380,8529,6988,3493,8431,5723
16201,4710,6572,2963,3103,3033,2362,6059,1848,8174,1228
16202,5820,3030,9760,7176,3878,6492,6978,3932,1407,9369
16203,6921,7804,4147,9685,7500,9993,8622,5872,4513,7085
16204,3492,3921,6998,2227,2024,8103,250,2142,5208,4581
16205,2873,358,6964,889,688,2161,2748,2121,2827,9550
16206,6381,8522,4078,9300,7730,8511,3585,7199,4772,1276
16207,3427,9635,7340,1151,9213,1674,8839,9877,1588,9337
16208,4028,8373,4393,5926,782,3191,7502,3413,4385,9871
16209,5542,5061,2792,1866,9609,4079,2620,1358,6095,1809
16210,8927,1982,777,6893,2943,2215,9665,5126,7310,9695
16211,1706,7403,8904,7248,6040,3403,3306,8532,221,5465
16212,732,1864,7653,2863,7468,2242,3576,6341,2603,3210
16213,9012,4474,6258,7650,3083,1862,5433,7185,5629,1221
16214,5008,3223,9995,8442,7005,4505,2,2392,8030,8242
16215,8074,7354,6305,1131,4090,5987,4526,5738,186,6547
16216,4696,2069,9605,7256,6885,6536,9575,2410,6923,9982
16217,265,1273,5530,3814,3093,8215,9505,5934,9954,4878
16218,9295,1421,7933,8085,6975,5240,6716,4729,3715,1127
16219,9930,1445,6239,3230,5213,545,2839,4911,487,5768
