index,x1,x2,x3,x4,y1,y2,y3,y4
6154,3023,8658,304,9213,906,312,6978,6803
6155,4972,8628,8622,3544,605,3350,8038,7941
6156,1345,9539,3068,3669,8964,1749,8929,9671
6157,3996,5695,2141,4090,3156,1826,576,5565
6158,702,6536,1346,8339,2327,8973,7855,3739
6159,4033,2653,6700,8053,9243,5295,8961,1873
6160,4950,4740,4372,2644,6819,3968,4294,7609
6161,7225,3782,5789,879,6603,6833,3813,1702
6162,6012,999,3055,8946,7318,3603,4112,421
6163,9718,1833,8920,4915,1702,1547,6436,2457
6164,5262,4913,1856,2673,1512,4130,2698,7499
6165,1799,4667,8677,4142,8274,4612,8452,7601
6166,6131,4984,6233,323,6313,6133,6790,4717
6167,6383,3867,3647,3565,8051,6057,6532,5954
6168,9059,3169,6442,5834,8640,646,1770,3853
6169,1768,5314,1376,8970,3382,7674,1180,4143
6170,5406,9973,4383,4429,1663,2948,607,9855
6171,3472,2863,7277,2168,151,3424,5157,4488
6172,792,8960,6560,8744,7649,3611,1219,5656
6173,5291,2223,9363,1568,3501,2898,5908,8859
6174,6855,9426,409,9966,98,4626,1438,4839
6175,9304,142,1230,9874,119,2258,4073,1344
6176,6817,5513,3651,6684,7384,4323,1721,2199
6177,6695,5316,8391,7839,6686,4860,7065,9374
6178,7201,1107,3666,6437,2547,2681,1745,8188
6179,885,3399,9279,3599,3594,8554,4358,7791
6180,5919,4584,6890,3584,3598,5447,93,8010
6181,4424,211,2065,6909,8971,9011,3418,6120
6182,649,5598,1416,8176,6015,425,8577,6334
6183,6743,9309,7346,3371,701,5357,5453,6548
6184,1882,8291,9622,6781,3236,2421,2128,3743
6185,9525,635,725,4834,1912,1774,6165,4403
6186,5505,3167,2880,9333,5044,9244,9061,6825
6187,550,7924,7216,417,4454,235,4130,3661
6188,9098,3786,2177,1696,6401,1274,3918,3683
6189,1508,7427,1866,1725,5425,1299,7725,689
6190,6282,9562,1684,5201,6653,7312,4353,232
6191,8292,8407,6959,1063,4530,3692,5875,9671
6192,6890,9895,7258,4559,7298,6873,2349,4860
6193,9955,989,2221,5304,2466,6721,5861,5520
6194,3882,1535,3835,313,7016,2358,1631,4214
6195,2563,3660,3807,4895,2421,9342,459,9261
6196,7080,6728,2072,5451,3971,5689,6187,3360
6197,4437,7103,2745,8400,9926,3590,5596,6188
6198,1514,4316,7656,5582,1,3883,2422,4597
6199,5093,1028,854,643,9448,2233,3356,1796
6200,6007,2102,1626,2977,9214,3514,155,8669
6201,3840,8118,107,6024,2758,2103,4881,9473
6202,4366,6511,8734,6961,1440,309,7390,7266
6203,1913,4618,5680,4733,5959,8513,5475,9589
6204,8599,1519,5683,369,3601,4577,6328,2848
6205,6820,5085,8895,3263,3735,3231,363,9252
6206,4598,950,3975,6661,3864,2922,3100,2708
6207,6359,3753,5558,5735,3126,1239,5319,1575
6208,8509,3313,3083,5285,6586,334,7454,3593
6209,9098,2742,358,2667,2381,8148,954,1526
6210,9697,8188,3643,5298,337,5285,2860,783
6211,9995,115,4198,2220,4881,3683,7811,4465
6212,8594,1395,5671,8969,4379,5889,7371,7811
6213,2322,3947,1230,4341,4450,5768,807,3125
6214,1810,6063,8948,3572,7193,2380,3273,3369
6215,1184,5433,6933,1008,2581,7012,8923,1346
6216,7001,9157,9662,4290,8573,3089,5139,4775
6217,2925,6785,9560,5665,986,1916,3856,1403
6218,3702,3986,1867,626,2638,4960,1985,8836
6219,9866,4086,5638,9030,391,242,1416,4938
6220,7354,3624,1231,4148,7673,6998,8311,8862
6221,494,4491,3037,8551,9464,1252,2883,2866
6222,4683,7181,4846,5380,4183,51,9811,8030
6223,6655,7822,5901,603,5751,7658,827,9996
6224,6311,9347,8787,9673,3758,2217,758,9250
6225,2162,2866,3697,752,8487,6432,110,9732
6226,5228,397,1107,5068,891,4951,8834,5352
6227,3852,8295,4767,2516,9377,5067,387,8938
6228,579,3391,9072,4121,3101,9469,2020,2396
6229,1580,7693,4606,9342,8870,8750,4767,9567
6230,8219,9333,5953,1174,8291,1324,6931,8204
6231,7969,4707,9826,5465,8612,2564,9070,4177
6232,4101,2999,5504,6104,2803,4953,9973,992
6233,1056,6820,951,3610,8422,7800,4907,3001
6234,339,752,9442,5627,7566,2463,7932,1279
6235,9304,4244,7349,9538,4192,4007,5704,9165
6236,6927,415,8306,8838,3664,8728,1900,857
6237,7379,9935,1022,6226,6713,4183,518,2578
6238,9747,3973,8135,5587,6797,8420,9881,6033
6239,2916,1320,4846,1756,9353,7708,4379,8677
6240,1635,7032,3909,277,482,7904,6777,1741
6241,6692,757,2096,795,5590,6908,182,1809
6242,2805,6406,2611,7716,7255,3402,4306,9524
6243,9614,6858,8679,7735,870,2200,6991,3368
6244,9791,725,4071,336,1548,7407,8714,6086
6245,8444,2275,4717,3982,1129,6138,8710,8721
6246,9396,863,3979,583,1680,230,7212,2986
6247,3370,3985,6125,2371,3384,7811,9593,999
6248,2182,8069,8288,9417,8382,9837,2728,1948
6249,686,2507,647,2714,6929,9596,4328,4487
6250,1499,8738,8960,842,3446,8972,8776,9824
6251,1638,4341,7189,1827,5280,2709,1290,1676
6252,4811,7414,42,6022,5606,1959,6634,6954
6253,8996,5438,4477,5355,2105,2905,9133,7492
6254,8565,8324,6349,3655,9723,2459,9040,7129
6255,6628,1724,598,7755,7239,8726,7870,6525
6256,4276,5057,1220,7246,3200,6869,1438,2355
6257,7780,5014,819,9992,9276,6086,4569,7542
6258,1911,8621,8586,8634,6890,3180,7367,153
6259,8433,4218,2917,7480,1715,4139,505,8739
6260,100,6418,3032,749,6948,8588,4664,4864
6261,8473,9357,4393,1990,9756,437,7100,8708
6262,4333,9557,4694,228,590,2552,1169,9943
6263,6251,9025,6077,3596,9330,5401,3956,8281
6264,4507,3958,1643,8870,8973,4885,5704,1419
6265,3141,156,1142,7382,1124,8367,424,5665
6266,4665,2151,5888,4485,3769,8085,2715,1254
6267,405,2388,5357,7170,7685,136,8582,532
6268,7717,8403,8718,2928,2181,7640,602,4758
6269,6397,9482,7038,5746,3116,6873,6169,9197
6270,5782,2848,7365,1971,8621,1388,6031,2672
6271,1827,7556,5286,5056,5870,4492,5711,5148
6272,5678,5835,6405,4544,8041,1529,6006,6783
6273,1720,2614,1162,4779,6504,8097,4061,6154
6274,8542,6092,9015,7938,8287,7732,5116,4131
6275,5813,2759,2315,4204,7425,5930,3760,1919
6276,584,4597,5134,1550,5846,3106,4820,2402
6277,8491,9268,6871,5666,6312,3409,5564,1909
6278,8894,1291,5626,5420,772,3285,9687,3893
6279,7972,8604,8519,5611,5625,5429,1161,4657
6280,7737,4263,521,8634,6040,9123,6841,7124
6281,6102,7956,4230,4738,4495,9227,5031,1728
6282,4879,7576,173,8560,9507,2616,1620,6006
6283,8126,2248,7807,8811,1463,186,7142,4736
6284,3159,9562,976,482,7502,5457,8884,8405
6285,4564,2137,3916,2554,7890,2260,3343,5406
6286,5085,860,3620,5648,7785,8544,6602,9236
6287,5817,2445,8223,6741,1792,5907,8125,4436
6288,7189,8826,363,5919,983,4278,9147,1353
6289,2451,8911,2594,1951,1603,5269,6650,4706
6290,8502,1583,5376,138,365,7755,7485,3627
6291,2819,2529,8856,8446,2789,6649,2654,9344
6292,4307,465,7245,7268,5446,286,3468,8555
6293,2541,7241,6085,7807,5423,436,7737,8694
6294,500,8412,22,9955,7698,6207,7155,1367
6295,233,3990,346,8004,5824,4559,9572,4219
6296,7889,4720,7379,6538,8801,9830,6647,6016
6297,9023,797,1535,9018,3389,3459,2245,6260
6298,5560,8575,3572,4455,6858,4210,751,8649
6299,249,3268,9752,931,7030,9019,7398,7245
6300,4607,9890,2930,2784,6278,9977,2258,4788
6301,1155,1512,5138,3920,6462,7509,457,2050
6302,9620,1110,6415,4935,2737,8966,4451,433
6303,7370,4447,6528,7460,7789,4448,7494,104
6304,7204,4997,9572,9122,5857,8864,124,4671
6305,1438,1753,6806,89,4921,8469,3572,8180
6306,6956,2914,9543,2950,2188,1616,6542,9109
6307,787,160,5267,9673,439,532,824,3328
6308,5555,9711,7354,2258,5507,5965,3637,9646
6309,4150,9518,5811,616,4258,6307,7103,6717
6310,5120,2479,4994,9974,2140,4596,3996,9091
6311,4558,1195,8892,6774,9420,9370,7621,5578
6312,6211,6057,5534,7541,8788,8244,9950,7431
6313,9255,3947,3307,6472,6647,1768,5385,9227
6314,473,7719,5170,5042,6600,3104,1887,1417
6315,338,1767,1948,4606,1207,7283,231,8092
6316,2950,6439,8799,6738,8204,1667,7841,7336
6317,1844,5194,6240,3950,6395,1076,3790,6950
6318,6766,6342,5197,6896,2533,1501,5319,4908
6319,5551,9989,6557,3877,2976,7388,2554,7685
6320,5939,5778,9791,7220,1083,22,8927,5744
6321,6885,1101,5793,4918,24,2097,9369,7159
6322,9755,6301,4829,4067,2902,2296,4890,9991
6323,779,8600,2700,8278,4166,9455,5501,2664
6324,9868,9826,826,1389,316,4520,194,8965
6325,5868,5001,6991,4840,7351,3930,6294,7809
6326,736,6274,4992,2126,567,183,4840,8275
6327,5392,815,1313,500,4489,4102,4035,2987
6328,102,4555,3802,9231,3492,1236,1528,4937
6329,2160,4219,4930,3173,9349,1691,8748,758
6330,2970,7356,5402,677,6755,6543,4525,9368
6331,9387,3213,4857,9355,4149,7701,5181,7030
6332,8772,234,4432,2850,2925,6370,4737,980
6333,829,2053,8934,4630,9729,808,8423,5043
6334,5674,9218,9216,3496,6639,7410,2541,3818
6335,6901,8300,2179,9061,8083,1340,1040,9692
6336,4674,9063,4702,1676,7487,1838,8534,9861
6337,1306,9072,475,8882,3293,5518,7173,4763
6338,3767,575,9452,9006,5446,6838,394,3530
6339,3,7086,7813,7726,6470,1542,4860,2820
6340,1773,3980,1355,2020,8000,8269,2174,3040
6341,2282,4642,3026,2996,3683,7124,4700,6591
6342,7788,5913,1011,7011,3724,8236,1604,7441
6343,9257,6005,7040,8652,4411,9719,7136,3724
6344,9080,6480,5984,7821,2097,9783,7203,9262
6345,3002,7473,9901,4753,6137,3506,2589,9228
6346,622,1642,9374,3916,5934,5763,5537,2318
6347,6328,6881,1637,3030,7973,6200,3025,234
6348,509,4465,4987,9483,4012,5191,236,7624
6349,6816,3042,8010,888,7640,8747,8207,8463
6350,7856,1500,7115,1659,6277,6675,986,5501
6351,9057,9878,3703,3583,7864,6281,3994,3540
6352,8733,3972,1644,3401,3057,9239,2784,8962
6353,2640,5970,1098,8559,8033,8986,8919,2075
6354,2053,5956,3050,8590,730,3503,3385,7567
6355,6989,6347,5267,6003,1195,8094,493,2655
6356,2901,5124,2807,4339,2080,8328,6095,4979
6357,7849,1464,7108,7738,5676,9963,162,7173
6358,3837,5836,1787,5924,1973,189,9536,1872
6359,1863,9770,5406,9960,6052,3696,7227,6266
6360,4312,8751,8792,5530,3729,4909,3774,8114
6361,838,7303,1824,5305,2867,5242,7323,9057
6362,5042,3942,641,1602,4541,8417,4528,4249
6363,6610,2658,6238,301,3456,6380,887,2106
6364,7562,5598,9666,2595,1031,1889,9,8303
6365,4616,5364,782,8073,1664,8148,4688,5643
6366,8987,1937,6715,5677,9341,9759,8959,2502
6367,9986,6580,3103,9594,9298,1709,7418,7207
6368,7863,4676,7941,4559,225,47,1733,537
6369,7285,8720,434,7521,4063,8697,1034,4450
6370,3378,3085,5010,5299,2287,6292,3194,781
6371,2934,8303,9399,8431,7573,6316,9903,8748
6372,7005,2095,8384,910,8117,4027,6849,6095
6373,8516,1573,2758,4445,5483,6865,5530,2545
6374,5722,7890,4359,7635,9011,124,4889,7624
6375,359,8300,2271,8553,6784,5760,502,7504
6376,3945,5854,407,6244,2958,1456,4203,6436
6377,2099,4371,2364,2170,4258,9543,6351,328
6378,9101,1603,2730,7603,9351,3261,8524,4610
6379,1777,1861,2730,802,8816,676,7538,6828
6380,5196,1593,7291,3596,7560,2228,7664,5130
6381,9890,4456,2438,153,4828,494,7007,2082
6382,6090,7879,8113,5575,330,2564,5356,9586
6383,2497,566,5359,959,8548,9302,7116,4090
6384,3892,7729,8932,7466,4335,4722,2095,8701
6385,2451,6085,6335,8992,9828,9344,190,3440
6386,3195,5274,5790,9084,9527,6913,4840,1866
6387,6797,7121,7943,3620,8333,1308,1022,1889
6388,4459,528,5653,9140,1258,4990,3407,6630
6389,8638,7094,9886,1212,8805,2615,9331,6780
6390,2277,4437,7364,9369,2908,5260,9720,1713
6391,665,3805,682,7029,790,6524,4767,6154
6392,4027,4338,327,5073,9549,4191,6411,1725
6393,9712,7923,9892,8842,6462,267,4486,1081
6394,486,4891,9362,4759,9899,9873,4393,7866
6395,8159,872,6695,7838,8455,7688,525,5320
6396,1946,2785,7153,1374,161,4174,688,615
6397,6420,5033,3263,4787,5409,9071,4025,1443
6398,7773,272,1639,6644,7999,1908,3950,432
6399,1757,7234,9590,8822,8709,430,5889,237
6400,3467,1855,2289,3181,9360,8538,5832,962
6401,9356,5491,2447,1030,6112,1374,7352,2722
6402,6382,7145,856,4007,8187,5381,9144,7825
6403,2370,5812,9079,7047,4946,9897,8633,5025
6404,8417,7141,3735,1526,1348,3975,6049,5970
6405,8144,3528,5038,8306,1152,9156,4918,255
6406,6856,8321,2982,1121,1084,314,553,7993
6407,1282,5436,348,7622,399,368,6402,7416
6408,3088,5585,9121,3964,7719,7844,7256,9632
6409,6528,3642,805,908,8179,2757,6888,1331
6410,1936,1693,3451,3267,1173,5665,232,6482
6411,9497,7899,8731,8157,6828,5437,4091,108
6412,1852,7289,1232,3651,9197,954,4970,3948
6413,3585,1960,9024,920,3058,2142,6090,9850
6414,7286,298,995,8355,5857,657,2409,5873
6415,7355,6185,9567,6491,6095,5582,8080,2791
6416,4245,3370,4244,9367,227,38,4955,8404
6417,5077,7373,5716,7996,8354,1177,8281,9139
6418,327,1266,6199,7669,9650,5527,3937,488
6419,9678,9969,8291,7711,3800,9198,632,9877
6420,296,8499,8687,4413,7468,4309,5177,6422
6421,5289,6122,2353,8534,2786,8719,7323,6946
6422,5451,5009,1605,2026,1244,1692,3466,6099
6423,9084,7770,662,5379,2731,6157,216,5110
6424,9997,71,8926,6949,8785,5392,5873,6336
6425,1769,6498,6864,37,6263,9348,2055,179
6426,1409,4519,7416,5784,1220,4825,8046,1910
6427,1614,4114,3825,6817,3115,3228,295,9175
6428,3020,8094,9020,8637,4110,361,2393,7004
6429,5927,5508,7019,7877,6754,8184,2110,1879
6430,7169,7458,8769,5370,5260,9596,6674,2566
6431,4830,9068,8369,6501,3220,2808,7120,4524
6432,9079,1137,1388,9742,2282,8313,2607,9663
6433,7212,6255,7160,6739,884,7060,3391,26
6434,5060,5136,2648,9513,5605,3925,3887,9499
6435,1348,1497,3632,1637,6417,6067,7701,697
6436,434,1634,7988,3372,5819,3227,2422,936
6437,9170,9943,8335,4221,1304,9192,5223,6484
6438,4242,4870,9748,2145,6753,7661,6573,4890
6439,2464,2863,2073,7431,2677,4071,8169,3261
6440,8035,300,7658,8414,3041,8416,5191,4717
6441,2733,3796,6665,4927,4471,2488,1141,4037
6442,4673,2951,6137,1069,7533,6668,7530,600
6443,7898,1156,8258,6896,8719,9308,7572,4288
6444,2303,9062,6531,4244,9564,9278,7665,1875
6445,6047,4654,6906,1273,4831,401,3957,1727
6446,2198,7948,6383,6034,3401,3915,9277,6447
6447,1128,6989,4700,4211,735,8344,1313,4640
6448,3207,8025,88,1,838,3875,3293,9835
6449,9817,8526,2491,6273,2496,8791,5105,5607
6450,404,6273,553,120,6021,2729,4893,6308
6451,4481,8999,5001,7306,4256,5466,1420,5011
6452,3197,2587,1190,6492,5230,5230,2620,1146
6453,400,36,6732,5868,17,4334,8257,6660
6454,2462,7346,4999,3885,5542,705,3424,5651
6455,9429,4325,8105,3268,3315,8584,7160,7045
6456,7283,4931,403,9201,7689,4225,5914,6979
6457,1094,8113,656,2252,9128,4775,8882,902
6458,6708,4725,1096,4649,4334,9785,7360,8854
6459,9883,3520,9796,1242,1351,1176,3618,2757
6460,6477,9067,7755,679,5182,4148,1197,6661
6461,7590,3895,6478,4114,235,5112,5838,2498
6462,8036,3310,6743,1405,5013,2809,4684,4378
6463,2704,4465,166,3481,4562,714,1722,8115
6464,8742,5008,4152,7756,6546,5827,3170,6581
6465,6855,5338,1248,2080,4981,1180,5338,422
6466,3727,2005,1637,7980,898,6306,2519,9095
6467,2684,548,3740,6068,8416,9081,319,5079
6468,1330,6626,7992,3056,295,6049,9563,1489
6469,3502,2678,4086,5657,781,4759,4081,8941
6470,9188,5637,6954,9796,2147,5288,8789,112
6471,7557,4394,8209,4929,2494,2873,75,2629
6472,5934,5535,3590,6228,6040,8673,8010,2313
6473,506,859,9003,6430,2395,9224,6969,5887
6474,6682,6963,4817,7882,3441,5817,2759,4560
6475,2891,172,8908,3834,831,335,7585,7072
6476,7758,2862,6922,9495,8887,4270,5336,4164
6477,2136,9195,5426,5559,2455,7092,3694,719
6478,4243,7119,7979,9636,70,5074,9393,3092
6479,7393,9313,3571,8013,3534,587,9171,892
6480,6887,5712,5178,3440,727,742,8893,4359
6481,4687,7343,76,6642,2927,341,7069,4829
6482,1851,9555,141,2507,3936,8467,5757,2294
6483,6615,4211,2988,1012,9438,7815,5165,4521
6484,1161,6394,1002,9216,6991,37,7686,3194
6485,9623,8117,1214,9528,6785,1503,582,860
6486,6818,6211,3948,8856,7801,6359,7095,2713
6487,7563,3272,7036,7520,4463,6386,1623,8122
6488,9021,9195,9732,7374,9641,7669,6370,4782
6489,3230,769,9661,7095,2946,4276,5770,4383
6490,284,2972,5297,445,7647,4041,3875,1642
6491,5354,3336,3265,7772,387,7036,1349,7582
6492,71,8089,9294,507,7360,5451,7041,1863
6493,3194,4318,1075,4644,1063,5570,4836,6960
6494,7856,1605,8043,1442,1425,5247,583,5669
6495,4659,9887,6936,2957,1275,1750,2898,4704
6496,5205,3435,1547,3870,5244,7117,2830,4668
6497,1282,5411,6297,749,7,7371,7254,9454
6498,3435,1799,1230,7415,9001,8325,2392,3372
6499,145,671,6330,6602,3379,5183,6236,8666
6500,4901,3989,6082,3762,3189,9567,7429,3558
6501,6302,950,6820,6260,5369,8247,4011,7842
6502,73,8468,1938,3132,5820,511,1234,5846
6503,7113,9369,733,2507,4292,9245,4248,789
6504,1699,4590,2960,6478,605,6430,818,9820
6505,4445,1835,6501,8399,8123,4154,1002,770
6506,5608,600,4920,5686,9000,7750,4977,1745
6507,3289,4002,9615,6195,6933,9845,1576,3458
6508,5444,5436,1525,7162,20,7771,2512,2464
6509,4069,8384,3125,3440,2883,7103,6988,1940
6510,6215,3398,1279,2516,5867,2574,2515,7585
6511,3903,1738,4004,1077,3108,4190,5000,7415
6512,5541,873,5612,7175,6336,7938,8204,2360
6513,375,9992,430,4554,3136,57,4107,1877
6514,6440,2609,5102,475,5472,9458,6244,1135
6515,6966,9391,7314,9311,7538,7476,4395,3499
6516,151,4317,9954,3782,7379,4645,704,7346
6517,5637,5707,7416,2574,1887,295,6684,3331
6518,3433,542,1866,4553,3353,3335,4587,9451
6519,7515,411,5816,5355,6620,6762,8998,5801
6520,1731,6967,5421,9594,4263,5499,5080,3506
6521,6249,1586,7028,9461,8665,2276,87,8892
6522,8915,5729,4725,5074,1274,5117,8202,2924
6523,8571,1577,4236,7623,8230,4973,4740,1972
6524,974,782,6277,5436,483,1063,6119,5659
6525,5035,1831,9601,3366,3842,3995,6097,6898
6526,8082,1549,4345,4332,3612,1773,1953,5738
6527,6157,7214,1242,7919,8239,4915,2413,4019
6528,8155,441,96,4350,640,8780,7754,6769
6529,993,2410,8029,4336,9148,8280,9588,290
6530,1251,6801,6898,9149,3381,9763,6338,7209
6531,5290,556,5241,6009,4224,652,6354,5732
6532,1188,9825,9391,7145,9257,2815,2588,994
6533,7454,4240,5505,7827,5594,2300,1094,1257
6534,9547,600,8785,5896,6355,7121,919,48
6535,2262,9673,1858,4458,9017,8473,3306,896
6536,3374,1745,5143,5508,2228,6240,4278,8445
6537,466,4897,1828,6580,7203,9480,4650,4427
6538,6600,2027,8371,6840,1332,8851,4775,9203
6539,7104,6843,925,7295,3348,8254,3038,1966
6540,1480,7128,6438,415,4193,4518,9307,9241
6541,9495,6668,88,2330,3339,8435,7894,486
6542,3946,4620,8109,4367,9805,5754,5968,7519
6543,4606,2176,2604,2567,9657,4681,2222,3243
6544,150,68,4260,7332,9767,8632,2460,8677
6545,6323,1977,3401,6442,7441,9674,3641,4819
6546,4653,2553,6743,8212,1530,510,2728,2609
6547,4832,6349,4983,5524,4069,3383,9805,5369
6548,2112,3207,8355,3436,7016,7279,7503,545
6549,7587,9797,251,3858,4968,6603,2092,7381
6550,9821,164,9939,6448,922,827,136,7551
6551,2912,6613,3518,6037,2609,4245,674,5366
6552,1927,6656,2121,9878,7463,8454,6090,6921
6553,8988,6515,7731,7494,5192,6736,8134,3183
6554,6703,6934,8758,4492,3518,477,2682,9593
6555,2313,7230,1735,8329,3775,8144,955,6963
6556,4296,5123,4105,6325,8820,7963,7960,8922
6557,2314,8000,2499,1966,8023,256,5748,5925
6558,5028,3200,4151,1180,9147,6602,4535,9531
6559,1188,6717,2491,4366,324,9818,9728,1322
6560,4627,5480,9627,41,2229,56,3875,8610
6561,4552,8492,2559,9610,2923,894,3863,3093
6562,8860,2777,1193,2254,7544,5254,729,9321
6563,9762,7122,7419,6170,8185,7990,1944,9729
6564,3340,7202,6710,9218,6789,5179,2970,3014
6565,2960,1617,7578,3927,747,3331,3929,6847
6566,4321,6600,8092,4569,8110,9094,1198,7145
6567,3904,7866,8600,9093,2928,5366,3966,2128
6568,9404,897,759,1483,5373,3444,257,4665
6569,7120,7409,3060,7417,5983,8458,9044,952
6570,6245,618,5843,6262,6809,4407,1522,5387
6571,9434,1141,635,4733,9977,7868,8221,1798
6572,8809,6863,6997,1566,2024,6190,10,5020
6573,9742,3171,5549,2459,5714,6241,1976,377
6574,6238,2984,1437,4738,5211,7823,2300,4645
6575,4494,617,5904,9790,3320,1424,6900,9035
6576,4019,9037,9151,5035,5777,2883,4817,2338
6577,7070,270,3333,8402,443,3817,5366,2182
6578,6200,9192,1636,9422,9830,3565,2965,6003
6579,4624,911,7286,8551,9390,5893,4145,8836
6580,9187,1616,2775,6621,2376,3508,3102,4021
6581,1404,9502,3491,5191,2483,3314,1106,5221
6582,9012,8973,4579,9721,9858,6238,4841,6107
6583,7545,7551,470,8664,7422,5221,4313,9025
6584,481,5436,8236,4976,1124,6334,9637,1006
6585,3897,6577,5017,9854,77,699,9859,361
6586,9131,3367,5996,3256,3088,4636,8597,9925
6587,703,7333,4334,4681,9062,4757,8745,847
6588,1268,5148,9643,7330,3079,4837,3080,1299
6589,909,8229,9114,4249,6656,9313,1384,7352
6590,3379,8991,1760,6555,5954,5842,896,7951
6591,744,4833,8880,2508,6787,5639,2270,8552
6592,9727,8792,9706,9044,1759,1514,5500,7561
6593,3276,6653,8037,9850,2214,1536,8461,9636
6594,870,1513,9781,5002,9988,1920,5001,9592
6595,7432,4198,5990,1813,6533,6328,9280,6450
6596,53,3987,4504,1257,1239,9889,5925,9064
6597,3041,7454,7989,1471,2910,4329,5119,8601
6598,292,1747,783,7473,4572,6553,1496,9529
6599,8134,9162,1945,3313,1604,8750,7305,3893
6600,8864,8122,119,5156,3065,752,5639,1494
6601,4930,3266,5455,535,159,3491,5227,1780
6602,7780,7764,2509,7942,7326,7407,7293,7117
6603,4940,8811,668,1461,3223,6051,4859,1966
6604,749,6257,9734,5245,741,6334,7299,9873
6605,1872,5139,5769,3475,9585,3538,9832,9167
6606,6558,746,6904,3477,4723,7410,3007,261
6607,1139,1877,661,9029,6176,4108,2828,3398
6608,6519,7433,3974,7137,9588,5752,6607,1533
6609,2302,5606,6573,5592,2940,6586,7727,5468
6610,7944,1351,418,9621,5187,5845,5196,9651
6611,4252,478,5844,2660,2301,4635,7922,8107
6612,5112,5282,7182,9034,9341,85,33,1887
6613,6146,9430,7507,605,752,5129,3263,192
6614,1022,4571,2171,9644,4595,3144,2373,359
6615,7597,3667,3006,7038,9998,4736,1159,1038
6616,603,3611,9826,7283,7873,3640,85,6868
6617,2583,7519,2987,9665,1658,3950,7563,7570
6618,4053,2916,2906,5078,1699,7693,2042,1433
6619,2449,2040,4261,1627,7831,8920,8667,4045
6620,5597,3840,7579,3043,4962,5084,5360,5546
6621,7453,5366,6894,1453,8966,1282,698,7230
6622,7202,321,8768,2975,9053,8840,9985,9832
6623,5594,8054,3054,532,1520,8146,8685,3199
6624,3970,1470,382,6587,6878,2518,6268,741
6625,4467,1479,7528,1088,7366,1801,2844,9060
6626,1839,3971,284,5288,7105,7875,3838,7041
6627,7057,8182,310,6296,3241,3671,9087,5984
6628,8522,9860,1184,2720,6971,6682,3800,1521
6629,9142,347,9648,2002,5501,6444,5363,6314
6630,9153,5863,8077,3461,1943,3523,2023,980
6631,1927,5864,2345,6729,8122,90,819,6153
6632,2285,2150,4753,9583,1791,4227,8768,8581
6633,4217,7431,7989,3567,5634,2082,6180,7821
6634,8672,6633,4954,7659,8782,5307,7217,1482
6635,211,663,6418,6585,6351,6521,9443,9458
6636,4758,4236,8141,1018,9966,5523,3917,8044
6637,396,8614,1462,7225,3997,4347,3133,4478
6638,6835,2286,8662,2624,3431,8602,4980,1982
6639,9567,7949,8285,3914,849,1019,2943,3053
6640,2977,1353,3357,9361,3554,5623,9410,5047
6641,8759,6127,6413,6840,9324,1574,4561,5446
6642,563,3582,8196,9029,2782,6603,1366,5020
6643,5825,816,268,5305,4524,6364,177,2497
6644,8581,1356,8837,4539,3083,9221,411,8067
6645,7451,9060,4091,8836,5020,1679,8218,9192
6646,2212,2593,8282,9545,238,8306,4741,2272
6647,4294,5575,4153,1285,4199,4162,619,3826
6648,3254,407,6967,2290,4229,6665,6227,5428
6649,2690,2235,6125,8139,9795,6697,6994,2870
6650,7881,2307,7813,8258,9315,6979,8277,9947
6651,2904,5459,3967,701,3130,5422,2999,8439
6652,2243,2931,6807,4007,5593,7561,4344,1633
6653,5566,9336,1484,575,8705,3194,6,6920
6654,1051,1860,1866,1525,2572,9588,962,7115
6655,459,2281,9369,3003,3688,4633,3960,4176
6656,1625,6682,8684,4854,3300,2764,8563,7208
6657,773,3480,9592,3869,9578,4421,6803,7679
6658,2029,6537,8395,9080,9765,7899,1830,7165
6659,5510,3832,7101,8108,9520,5747,8204,9077
6660,8964,1719,5264,120,2012,2465,2399,720
6661,6338,5277,3858,9910,4915,5008,6637,5712
6662,3639,4497,3142,7696,4586,5497,9581,9882
6663,7121,9335,5774,79,6820,6986,7272,3980
6664,93,1013,4362,3749,1765,9711,8995,5071
6665,5101,1181,5645,7205,3356,7035,7744,6240
6666,9690,7791,2634,6110,8110,6333,2772,2828
6667,3948,6143,4654,1804,6745,2534,5772,5854
6668,7784,4162,1570,3318,878,5818,1020,1968
6669,5185,2272,8611,9830,4434,2539,3955,9756
6670,3576,6728,5385,3043,1901,383,7107,8164
6671,8002,139,3831,4997,1083,1493,6390,8726
6672,9324,8730,163,6423,6658,996,1676,2499
6673,5490,7872,2111,6923,6347,1935,4634,4493
6674,6304,2738,7742,3539,646,5871,1930,7854
6675,4136,8807,2479,1897,3514,9511,4793,5442
6676,6882,7543,6568,8827,9067,6821,9228,3805
6677,5538,388,5417,6296,700,5185,8658,2153
6678,3282,3500,4282,9360,4355,9738,141,7360
6679,8809,7145,1803,4303,6980,6616,7724,9049
6680,6517,8984,4226,92,2569,5715,426,6422
6681,4480,5339,7182,3202,9918,9545,4694,2470
6682,9262,6266,8038,6805,809,6849,6842,6082
6683,2556,1564,1999,9282,7880,5697,8190,4127
6684,956,813,7920,8506,2410,1406,3690,9642
6685,4593,1286,8881,5961,948,7779,3619,6381
6686,9076,3056,5684,6961,5578,8612,7817,6685
6687,908,1910,1328,663,9593,2136,8196,9680
