,x1,x2,x3,y1,y2,y3
4188,5286,4603,1452,4154,1672,6243
4189,2356,9956,9683,8954,2928,1003
4190,7925,2016,8720,982,7828,4223
4191,4900,690,907,8590,246,3644
4192,1471,8021,7996,3259,9637,3350
4193,1863,5959,861,8746,9127,5001
4194,5845,3572,2689,6894,2344,9836
4195,8646,2511,4775,1421,5358,7255
4196,9476,3639,6208,9107,6698,6668
4197,11,7314,7014,8404,5098,1416
4198,7915,3398,762,1896,3913,184
4199,2734,9571,2847,2556,6073,2248
4200,7565,9621,5762,8712,767,439
4201,3792,6046,5374,8333,9032,5192
4202,7988,6763,4875,8640,2175,1144
4203,6670,4185,8664,7292,4619,7382
4204,6891,6010,5363,9095,8149,3629
4205,5984,8040,2065,3820,3041,9411
4206,9336,9374,7984,2143,5914,5642
4207,2377,3832,9702,32,4758,4036
4208,6908,4935,7551,8502,7609,6538
4209,7710,5150,4635,8348,7281,4997
4210,8778,4559,7436,1779,5367,2198
4211,2081,7681,4764,2160,2343,1459
4212,7587,4420,4692,2407,4069,7734
4213,6590,2930,5893,5462,9148,8347
4214,2334,6595,3122,2739,2937,8046
4215,9310,1147,8524,8759,8905,2268
4216,6823,8939,1717,5457,5774,9892
4217,3228,24,944,5008,8371,2937
4218,7486,7817,9938,8089,7413,2616
4219,8463,9553,6985,6906,4668,3160
4220,2966,3275,5026,6887,4207,1458
4221,7373,5299,2853,825,731,3708
4222,614,4010,4551,1685,5947,2242
4223,1087,8649,3050,2245,5248,2438
4224,3907,693,8920,9421,2491,9557
4225,6841,5417,5311,347,7898,5285
4226,431,542,8726,4747,6005,9969
4227,4570,8962,4211,9582,6315,4746
4228,9203,1095,8460,3650,8392,4437
4229,6884,808,4644,130,2961,2298
4230,8593,9171,3066,7654,7484,2778
4231,8639,2282,4204,3061,146,3114
4232,7493,2764,6752,6516,4230,9574
4233,1782,4913,8644,2546,8953,498
4234,2079,9603,8039,5176,1049,9720
4235,5890,1205,9878,5448,8599,5210
4236,7045,7676,1361,6646,6184,6679
4237,4041,3188,43,246,8648,5440
4238,4713,5732,9655,7419,3912,9130
4239,7374,9150,5689,9876,2143,1656
4240,934,1870,6495,2637,2039,5253
4241,5483,8220,2058,4542,5642,9600
4242,9330,6725,7954,491,3139,2316
4243,9182,6628,9713,157,8934,1749
4244,2084,4655,3486,1073,4381,7120
4245,3237,8818,5899,9598,9458,9274
4246,7045,5975,9176,7179,3975,6079
4247,9540,1762,8831,2273,7175,7878
4248,102,5200,5978,4116,7148,6681
4249,4323,2677,7270,7448,2743,423
4250,706,6248,5883,3090,2101,4410
4251,8404,6396,9629,5447,3266,5126
4252,5644,1078,1371,5936,1894,7329
4253,8083,4736,9349,8072,5665,6146
4254,6514,2642,4469,7072,8649,8130
4255,4469,3826,8449,4766,4994,154
4256,7213,6931,8162,3360,7030,3753
4257,4068,3449,1908,7779,9624,6751
4258,313,1466,9220,8526,5807,3567
4259,6241,7172,5219,2316,6248,1495
4260,8594,2205,2728,3139,9013,3757
4261,2672,9335,1368,9963,3205,5965
4262,6233,3520,5330,7925,7901,9579
4263,7786,1667,6854,5396,1363,2698
4264,2136,3908,8327,5261,236,1051
4265,8650,2700,2502,4353,1992,9022
4266,6858,2461,3153,8239,1333,7125
4267,9852,3881,9078,5727,1577,4053
4268,9602,8698,1420,7142,5822,4604
4269,1731,9506,7804,8729,3333,6323
4270,9309,7603,7768,3169,1891,708
4271,9577,5567,1597,9461,2438,8837
4272,5434,9569,5747,1176,8533,9305
4273,7311,9679,2183,7162,8037,6654
4274,1266,3885,1644,9792,6345,2490
4275,6606,4330,9549,3054,2419,4922
4276,4659,4375,3205,2091,9259,3561
4277,9710,2924,1569,1399,9158,1373
4278,8888,8025,3458,4698,7480,1904
4279,9254,9522,1425,7977,3981,4056
4280,1626,5355,4930,1174,8551,9341
4281,1339,6775,6840,1756,5814,2009
4282,2787,2969,2349,1536,5512,4122
4283,6486,9719,1519,6668,1894,757
4284,2460,357,7882,4645,6435,172
4285,7944,123,8868,2458,7564,1059
4286,6680,2152,6546,9909,7643,7279
4287,1787,3276,8058,35,8439,9347
4288,8266,5307,3646,7980,2837,8148
4289,6856,6067,2875,9124,9223,4642
4290,8409,658,2793,4402,9782,734
4291,537,6433,3375,3418,9361,3533
4292,5284,7404,2175,7784,5433,6692
4293,30,6991,4814,5230,6539,5508
4294,3840,7446,9884,8504,1290,1499
4295,7604,2607,4984,1945,7052,3269
4296,5644,4636,3241,9998,3839,2177
4297,6309,3447,5581,5854,9967,1675
4298,6808,4867,6752,7645,5496,5061
4299,8071,8341,4537,8564,5166,6725
4300,5376,1863,4793,1129,3925,5689
4301,4770,9626,9307,3030,3790,9169
4302,8075,892,6976,4358,4235,3734
4303,5947,8880,6501,6595,6010,9674
4304,9274,2153,5818,9704,2355,8862
4305,5896,4620,5720,2423,2121,7832
4306,9718,2753,3296,5141,4717,8554
4307,4181,1183,6544,2205,6742,6106
4308,2960,8625,3172,1897,3576,6571
4309,7741,2460,9019,4910,8170,8534
4310,3457,556,8177,3448,9336,128
4311,9219,6179,7497,4104,7170,9161
4312,2012,1251,1182,7050,2109,6135
4313,5752,9050,2978,6099,1841,6892
4314,7734,4423,2329,6019,5148,881
4315,5311,7747,4176,4739,5708,5999
4316,4368,4133,2392,6030,5450,9975
4317,1680,6332,526,4075,5699,4375
4318,6092,4989,3671,2654,9637,7267
4319,4577,923,1129,5495,6105,3411
4320,3702,5561,554,5683,106,7542
4321,1691,6735,4137,5807,1151,5522
4322,2687,929,7924,7813,6081,6950
4323,5174,6741,6544,3598,4807,8495
4324,8957,7364,2537,173,2830,782
4325,6619,5811,3867,2864,7280,3774
4326,2456,7171,6100,7589,9171,8481
4327,1414,9887,9210,1846,2818,5243
4328,2493,2531,3725,4791,1663,7369
4329,5159,7564,8180,6962,4990,3525
4330,6278,2350,8482,3829,5982,1217
4331,1001,4526,851,3763,7203,3602
4332,5067,7748,8781,7536,9393,2053
4333,2738,8274,1992,1043,1095,1987
4334,9785,871,4921,5777,4839,1818
4335,7991,8053,8877,1952,6239,9175
4336,8098,724,1951,603,3029,4837
4337,3601,6876,5978,6819,9724,5991
4338,4127,850,3377,8117,494,3702
4339,1051,8345,4080,7453,9161,7672
4340,9445,5325,5158,9194,8134,5250
4341,4905,6483,6315,7510,2113,5457
4342,4778,6381,40,3296,6758,7277
4343,6617,9332,5660,6813,59,7138
4344,1559,7246,6415,2247,2322,1064
4345,1029,3701,4191,7311,6930,8149
4346,812,1037,9812,5824,4539,5461
4347,7081,5938,8388,1632,9486,9560
4348,3347,256,2621,8520,5805,3505
4349,2860,8151,5816,8876,8245,2455
4350,1347,3014,1616,3976,3035,919
4351,1699,6405,6122,7608,4379,3878
4352,1070,8679,6469,9612,9918,403
4353,6113,6360,9617,3332,2445,8114
4354,1885,2140,614,2490,6844,9265
4355,5114,7906,7368,5285,8617,9393
4356,236,2724,4311,2619,8111,3524
4357,371,2891,4129,897,9481,6207
4358,2468,6851,3083,4273,9504,1471
4359,5622,1364,1892,8839,1340,9447
4360,1527,1343,6427,4347,2819,1900
4361,2522,5929,3413,5862,4936,6381
4362,6306,447,8953,4634,57,5079
4363,3506,8374,8414,8127,219,7103
4364,7998,372,5759,9337,4220,7444
4365,7905,810,6680,4175,4402,6685
4366,1498,5874,6414,1017,8998,5596
4367,3913,2602,9791,9762,766,1025
4368,3367,4516,3938,1128,549,620
4369,5289,6440,9449,4013,7591,4
4370,2788,4070,254,8960,6964,3664
4371,7627,6055,4981,7814,3276,6423
4372,9706,2120,6066,5835,6474,7817
4373,7774,9647,7609,8892,5632,3726
4374,1915,3709,8073,2797,5059,4822
4375,3265,9348,629,484,963,5828
4376,2278,1474,1610,2564,1640,4263
4377,2173,7679,7269,4381,8965,2227
4378,9536,5289,4047,1499,5856,1455
4379,3020,3762,1931,6001,406,712
4380,502,6061,9079,3841,9075,9679
4381,9262,4657,6384,9167,6744,3779
4382,3056,4535,6054,1768,4711,7484
4383,3880,6919,9997,8615,7693,5457
4384,3361,8836,144,6885,3984,9416
4385,8440,7431,8565,511,2099,6749
4386,9427,1408,4317,5353,374,821
4387,8778,6059,2146,8434,643,1215
4388,8877,4209,1557,9435,2766,7614
4389,3712,2240,6212,7131,5592,4495
4390,9468,1668,4813,566,2773,2602
4391,6444,1792,757,4175,3341,4084
4392,1099,8072,719,1864,9559,860
4393,8434,8663,7450,7798,8822,4707
4394,5582,7360,7151,5326,2974,2056
4395,1725,4713,6963,8192,3807,7030
4396,6003,4372,808,5268,2053,9209
4397,7829,1897,1291,9387,4909,8825
4398,6016,8342,8760,1060,8560,352
4399,3524,6154,47,3837,5937,5083
4400,586,6064,591,5393,4244,9539
4401,17,2614,5111,3435,1329,1761
4402,7512,3580,5244,6058,1549,9805
4403,7780,3533,384,7038,4681,5922
4404,6942,6193,6897,5814,4574,3265
4405,197,8792,3281,6342,5549,9411
4406,7860,1914,1327,7507,1444,8568
4407,4966,7185,5608,5656,4548,4741
4408,96,6899,96,3222,7376,6720
4409,3343,6653,9790,7768,9048,9586
4410,448,3205,7356,115,2498,3994
4411,6955,4180,2127,2507,9493,4554
4412,4742,4564,8713,4624,5077,295
4413,8299,1611,2240,1827,4850,2256
4414,8876,5386,1875,5472,2815,3571
4415,8351,9671,3648,2697,1827,5401
4416,3076,9878,942,5850,8364,7396
4417,4290,7271,4705,8588,5105,8670
4418,3932,7588,1636,6303,5836,2318
4419,7541,8790,5930,2564,2459,8627
4420,5442,9085,6739,8957,9090,3658
4421,8504,424,2146,3209,9514,9134
4422,3672,4417,2449,3501,7011,432
4423,5409,9446,476,6986,5300,5316
4424,5261,4648,5691,1298,8822,2974
4425,3835,5065,3679,426,6230,9506
4426,7002,359,3699,3713,8244,3816
4427,7115,5786,8098,6405,3533,9657
4428,1192,3999,267,5026,2321,1346
4429,7463,4462,9763,7385,8145,1737
4430,7915,1209,9131,1278,5974,2758
4431,6658,742,545,585,3335,9066
4432,8202,9267,1328,2206,8175,8085
4433,7423,9612,7813,3122,7015,4560
4434,3165,4054,7048,7558,8189,3260
4435,8721,537,9939,5261,6080,5898
4436,4920,218,4250,6715,9893,5216
4437,5069,2061,9555,1267,2631,6333
4438,7291,9993,7680,806,8366,5506
4439,507,4219,1860,4632,2660,6744
4440,7890,16,8831,3434,2191,1509
4441,2834,5558,4839,7742,5926,1863
4442,1653,6487,5906,8769,7647,5996
4443,4896,4884,8014,5247,8543,987
4444,8006,2103,7991,5244,3149,6190
4445,4785,6798,5472,3024,5793,6133
4446,1501,1651,1904,9799,9685,5085
4447,5227,205,3502,8579,6877,7721
4448,7469,7314,6347,1543,8579,3485
4449,6591,5340,4567,5773,1560,2146
4450,2091,9836,2063,8102,6556,3954
4451,8345,8596,8306,2656,3379,6980
4452,4775,2235,818,3577,5427,5968
4453,8651,4697,8769,3933,3880,5039
4454,9084,160,8361,6196,4545,1876
4455,236,5580,6101,9365,4213,4441
4456,499,1479,4768,2362,406,2691
4457,848,9601,813,5422,9865,4771
4458,6197,4692,1362,2743,958,3865
4459,9122,5632,1156,1997,9433,805
4460,3370,9477,6779,1621,3719,5586
4461,5152,5333,4743,3654,2541,145
4462,7282,9229,5672,8583,4054,5291
4463,5752,8339,3769,8290,1853,3582
4464,3944,1914,2458,2912,6374,4698
4465,6391,4737,1379,7643,5079,9486
4466,9725,2777,2947,1140,1661,9373
4467,7726,3392,7324,4163,2489,9298
4468,6705,1657,7942,1529,4095,147
4469,4242,7109,6242,9319,362,1933
4470,891,6299,7437,9422,2298,6497
4471,3956,321,8984,3292,7119,285
4472,7221,2244,154,2939,6984,7489
4473,2390,969,8309,8300,1940,7330
4474,525,6685,7070,5441,7392,3509
4475,7079,2359,9993,4961,4697,1671
4476,9103,9692,4934,7837,2882,3534
4477,2223,6691,2072,7996,1207,9781
4478,7060,6000,6352,4441,651,8313
4479,2770,1871,1296,1466,5330,5829
4480,7339,9643,4752,2468,8691,3477
4481,2424,2825,8407,9531,9432,5053
4482,1657,3290,5644,3239,1727,9709
4483,6248,8582,2230,9225,1566,3574
4484,6130,8384,5407,2817,5303,6639
4485,2587,6985,9588,229,2911,3498
4486,6622,4584,9947,4945,8822,8597
4487,2640,1996,6797,8248,2149,831
4488,5473,3852,9076,1896,202,8493
4489,2059,1750,886,3445,3341,1678
4490,367,6448,6570,4212,7954,7844
4491,8999,5103,611,7390,2994,9657
4492,7262,5206,9830,7285,5704,5716
4493,8719,2987,9496,4598,285,1563
4494,8908,5623,3089,3249,6396,5293
4495,7327,5595,1304,9032,9014,3126
4496,3660,1105,9311,7491,8112,4790
4497,249,4659,5862,8688,6845,8745
4498,4682,7120,4605,4918,4122,8050
4499,3819,2128,8034,5449,6770,359
4500,7491,7558,8465,3830,8636,2510
4501,8635,2521,4295,5000,6613,2714
4502,1727,600,2744,6993,3751,2170
4503,981,3514,7779,7309,8755,3194
4504,3872,1218,3526,4086,1508,942
4505,4490,6323,149,2348,5979,5333
4506,126,5950,5613,1983,7093,589
4507,1682,1302,3367,3556,1232,2652
4508,3003,3693,9171,2447,5283,9888
4509,9346,2362,7353,8365,2275,5404
4510,245,3965,9424,3598,3052,8590
4511,2217,5465,5580,3488,7657,1643
4512,5401,8117,9118,2771,1488,9419
4513,3663,1497,1776,8783,5488,997
4514,1888,6394,1243,3835,1900,3613
4515,8818,2335,2710,5330,1943,9350
4516,2461,7694,9538,3073,8216,875
4517,8014,5026,6860,9420,2012,8670
4518,2544,8432,1201,3756,7273,6273
4519,5980,6364,850,8272,3958,2447
4520,6134,7846,3573,5830,6173,6271
4521,4898,4475,4277,990,5890,4398
4522,444,2732,601,5766,5060,9738
4523,5499,9926,9735,5123,5193,6703
4524,1057,4861,8222,8807,5143,6455
4525,8439,8350,3927,1854,8042,509
4526,3107,5163,2144,4941,1187,4311
4527,1492,2883,8152,6274,2011,3896
4528,7422,1187,184,6356,8478,627
4529,4034,8954,8259,6237,2819,4659
4530,5943,4618,8554,4698,1813,9185
4531,7991,3821,3755,4443,6852,3611
4532,9597,729,3169,5341,693,9364
4533,9068,3422,2409,9827,5103,2788
4534,9821,4309,3478,5996,4496,7837
4535,8347,7302,9337,3619,3662,8521
4536,1899,2410,4116,2758,628,2113
4537,6794,6273,7916,5962,7986,2927
4538,8075,8684,6376,4864,8184,1494
4539,3772,1706,9073,1694,8893,5599
4540,5638,150,2755,1794,9111,1649
4541,9995,9109,1608,8305,6747,6808
4542,585,5,6597,3603,2698,5583
4543,190,254,8508,9430,1819,7926
4544,4196,6344,8431,2444,9979,8616
4545,3912,498,9852,8636,8272,6261
4546,7559,2906,6939,8247,274,1512
4547,3428,579,4164,7620,4451,1265
4548,258,7784,2261,7585,5136,2055
4549,4906,9483,5595,3846,2832,221
4550,1860,2174,2876,2614,1225,6236
4551,115,1103,9288,7326,6690,8648
4552,8152,259,2949,2239,4891,3466
4553,2049,3921,5593,5565,6901,841
4554,6034,5123,7205,9228,5449,2984
4555,2814,4871,5683,986,5882,1293
4556,9025,1595,8611,5367,681,1023
4557,2279,193,5701,5190,8677,2782
4558,1345,4277,8288,3824,7187,836
4559,1550,5635,4374,3161,4399,3465
4560,435,305,1520,6569,2693,4644
4561,1091,2077,6288,7551,7651,5223
4562,9973,7194,5288,7872,622,9164
4563,9510,7229,4817,6380,1309,7053
4564,2351,7435,7604,2548,8056,5503
4565,5937,3301,1152,2782,8961,2017
4566,4996,5041,5535,8618,9884,7872
4567,6698,2201,1425,2312,5875,69
4568,1915,5991,7595,972,7885,2273
4569,8052,9964,8873,7401,9262,4304
4570,7627,2427,9948,424,8942,4027
4571,9688,1694,4960,1350,1756,1698
4572,5241,8181,3772,903,8959,1347
4573,37,3570,3772,9381,1296,7966
4574,2781,6567,6277,997,3330,2503
4575,8852,8039,3618,4472,3886,1011
4576,771,8050,1530,3371,4989,9762
4577,6994,1070,8339,8997,9595,6547
4578,3958,9016,463,7134,637,9182
4579,6450,1129,2937,4706,1371,501
4580,6863,6919,9586,5385,9345,3117
4581,1009,916,5880,1364,9606,2369
4582,7355,4732,156,2450,6054,4805
4583,8414,225,2732,3924,2793,9683
4584,8264,4927,3443,9303,9010,2954
4585,9205,8055,6363,1255,5311,8948
4586,9266,3719,9937,3206,6202,6097
4587,2377,6183,2640,2296,5548,2973
4588,9902,5125,1745,8775,1500,2552
4589,4912,5620,34,5248,7323,7491
4590,782,4800,332,3083,6474,4506
4591,3995,8957,9083,6486,6308,5027
4592,8382,8773,3581,1549,5171,8089
4593,2810,5700,2254,6694,968,6344
4594,184,8256,5576,976,8790,6691
4595,9124,5202,9536,6614,1314,4257
4596,5480,6220,233,3279,9742,3378
4597,3107,9916,4219,7681,3330,7756
4598,3583,2659,6851,5805,8466,8954
4599,7402,3643,9089,3197,291,7893
4600,6568,5642,9820,1267,8131,7948
4601,1790,3791,6575,890,3311,2826
4602,1944,175,4127,3801,5250,7114
4603,4295,503,2009,9988,1206,5890
4604,7425,6375,6221,2372,4237,103
4605,6310,6318,8614,6482,1331,4967
4606,552,73,174,3681,281,4342
4607,9120,7554,7006,8498,2495,7924
4608,7011,9963,3200,1650,8068,2431
4609,5860,3186,1157,6407,8941,767
4610,7734,6781,1948,3134,3374,6409
4611,8130,6700,8044,9152,4129,1048
4612,8169,2558,6514,9199,502,7161
4613,7204,3250,4674,9778,4617,3367
4614,41,7949,3248,4567,2168,8468
4615,9145,9306,2687,1479,936,9292
4616,6561,5686,6267,2641,2127,2277
4617,5027,156,6301,3758,3808,3629
4618,6734,7352,6032,8,2157,9043
4619,8486,6938,2395,6332,5534,5668
4620,58,4516,926,2385,740,2099
4621,6833,165,1622,4362,4147,6096
4622,934,2957,5579,7890,4624,6915
4623,2943,1588,5861,3407,7271,1752
4624,9404,5036,9093,2867,9099,2079
4625,4897,6309,5523,9777,9856,4158
4626,7264,6118,8053,7714,4479,7737
4627,5907,5354,127,7805,2335,1950
4628,1748,6566,10,6543,3727,6578
4629,8092,4252,6689,8055,4584,4600
4630,4705,6598,8826,996,9189,2477
4631,6385,8773,126,9765,3967,223
4632,2689,2614,4851,5910,7059,8695
4633,7778,2175,7855,4088,8783,8692
4634,1515,268,2089,9834,8484,1486
4635,1934,8930,1501,7597,8698,4180
4636,9271,2887,5428,165,6106,8263
4637,8050,7705,1464,7100,3975,2425
4638,8807,6722,9694,4037,4009,8988
4639,1361,7884,9075,9073,3129,9679
4640,2279,4848,2042,7249,4674,3167
4641,2433,7093,6060,8556,4791,4499
4642,6047,5207,2804,6361,6933,5379
4643,5626,3671,9538,1861,2941,309
4644,2488,3670,9959,9517,8626,818
4645,2000,5001,3701,4847,9408,4929
4646,7028,6418,7318,9313,8422,6961
4647,4732,6087,9340,9205,7046,9829
4648,5160,5366,8513,9273,1483,9086
4649,5147,2356,3946,8537,9579,9988
4650,4835,5765,1455,7884,2107,8919
4651,6793,7639,4495,9965,850,9
4652,6561,4518,4904,8851,7045,3766
4653,3719,1040,9355,8244,1726,9896
4654,9335,4230,2023,5705,3733,4164
4655,4213,3170,4017,410,6543,4709
4656,3325,4921,2665,3204,3055,298
4657,7845,2576,5728,2219,28,4656
4658,7344,9687,203,5295,1172,4781
4659,9730,2358,338,8198,9827,3214
4660,8310,1753,9569,7295,7306,3253
4661,9036,3198,2058,6905,6999,134
4662,8337,8080,147,1384,5483,8311
4663,5229,8030,6760,860,5268,4818
4664,1328,1922,5666,6470,1790,4970
4665,3160,8824,6630,7363,6852,6784
4666,8874,5238,8983,6968,3654,5683
4667,211,3796,5848,4985,930,1324
4668,4026,6154,4354,6889,5834,6135
4669,5697,4802,8465,9259,3446,8415
4670,4959,3375,6121,1085,1161,6825
4671,6599,5334,2315,2964,7303,8306
4672,5166,2053,4842,1540,4458,4748
4673,8141,7623,6259,9742,7243,4555
4674,2604,1620,3603,3399,5500,2139
4675,1543,542,7619,5384,989,2293
4676,8828,4147,1338,7533,4384,6788
4677,8978,9930,906,9030,7331,8808
4678,8032,4970,8346,7636,1716,5776
4679,7089,8741,7003,5351,4835,5273
4680,6762,2655,7210,3832,5625,3289
4681,5468,2220,1098,194,844,1711
4682,123,5001,8723,3857,4971,4339
4683,2906,9839,6019,7449,319,8780
4684,6855,3390,9966,4611,6354,4758
4685,5051,7405,4429,638,9446,1535
4686,4056,6963,3162,8940,2665,1627
4687,6568,4229,6257,8946,7610,6784
4688,9756,1349,4421,9342,635,4347
4689,3333,3632,7713,234,9077,8127
4690,3533,1830,971,5972,2072,5377
4691,6386,8578,7552,7385,6825,8813
4692,5992,6552,8612,2751,8390,964
4693,4855,802,1724,9523,2062,1737
4694,4243,2757,4830,974,3897,6534
4695,1220,9823,2198,6649,1564,5838
4696,4974,1656,3917,6192,8965,3268
4697,4496,5023,2998,8238,8835,2287
4698,2167,2713,5971,2453,8411,7904
4699,1100,7157,3275,689,3679,6631
4700,3867,8884,7802,7375,122,5009
4701,3694,2574,3510,5926,4382,6816
4702,4572,8540,6358,448,8151,8703
4703,734,4461,39,2479,8089,461
4704,5317,6035,5927,1616,6868,2877
4705,7221,275,2887,3401,3865,5870
4706,7660,1794,8916,8307,3251,6439
4707,5276,4420,7547,7241,4695,7355
4708,575,6669,8897,2529,886,7291
4709,3270,318,2690,6681,5901,4010
4710,9911,9399,7584,8683,9160,6933
4711,8734,308,2003,1002,6363,9470
4712,7707,9702,1164,7305,7291,5150
4713,1262,192,1725,8984,8049,8343
4714,9060,9320,9618,7231,5465,7754
4715,2859,1598,1102,1968,4722,2175
4716,4998,3742,4780,2842,145,2641
4717,5808,12,2079,496,5295,3660
4718,7443,6853,6215,5398,8556,1118
4719,5996,9965,6594,4309,9402,2144
4720,6260,3164,4831,8450,6716,8327
4721,1062,1571,7963,1284,8610,6870
4722,8127,6007,5785,6015,1608,2216
4723,6762,8259,683,8968,192,1994
4724,2946,5843,4738,1851,3173,5192
4725,448,9687,7167,8428,6678,9399
4726,5279,9088,3645,5163,7775,1214
4727,329,3820,6085,1192,7467,9843
4728,2085,6635,8494,786,3347,5569
4729,8375,5301,4202,2987,3928,2975
4730,2586,5638,2448,913,7946,5668
4731,1875,8772,2627,7825,1163,2161
4732,3268,2022,5914,5787,1495,5915
4733,3073,5058,7250,5232,8817,8640
4734,8639,6199,4104,9372,5371,6633
4735,2148,2467,4900,6226,6616,5103
4736,9013,2271,4095,965,1653,4389
4737,2629,6002,7764,2665,4881,9640
4738,5493,496,5372,9988,2533,9431
4739,8990,5013,3566,6147,3547,4637
4740,703,5040,1253,4235,5199,2852
4741,928,5292,6177,6056,9493,2274
4742,2823,1076,7989,4651,6118,5314
4743,6059,8861,5386,7255,8802,8400
4744,4002,9081,3194,6825,7452,8277
4745,7653,6992,5844,9092,4227,5174
4746,6419,1864,164,8910,6747,5456
4747,2899,6979,8064,7198,911,8242
4748,6821,8236,3597,5087,7379,4317
4749,8589,9165,4781,1018,890,137
4750,169,5836,1392,4535,540,3769
4751,3661,4864,8113,6576,707,5904
4752,4553,5706,3312,8253,2062,557
4753,7263,2577,6553,2337,9078,5065
4754,1741,9463,8461,2298,6685,8198
4755,9596,594,7057,5782,6894,5633
4756,591,8764,5569,3685,1655,8604
4757,4739,623,3253,1025,8930,4781
4758,5779,3612,1189,1539,7243,4547
4759,9106,4198,2724,1293,8288,3488
4760,7886,2382,1639,280,337,9182
4761,7895,5461,1796,7528,32,9864
4762,5930,3717,4974,8307,9615,9280
4763,658,6509,7925,7102,7802,8318
4764,7405,7141,1324,7428,7687,1714
4765,4118,6545,8051,9738,74,2888
4766,2418,2537,7747,1251,2727,3349
4767,3883,6389,1765,6283,7261,5775
4768,8052,2068,490,9913,3270,8509
4769,245,6356,3565,3747,7730,7876
4770,1071,9193,4028,6575,987,9491
4771,20,230,2667,8025,8041,1412
4772,7826,1690,4876,2042,204,470
4773,8616,3146,4974,9331,6956,1312
4774,4888,9838,2030,8529,3200,7533
4775,7035,9436,2471,4387,326,39
4776,2929,8697,8886,6433,3762,3215
4777,4649,7035,3225,9743,6158,4213
4778,7014,5147,2131,1307,8872,6079
4779,8294,6870,2824,4370,600,6198
4780,9980,7060,6821,5577,8754,9086
4781,2978,6790,18,7356,1483,7158
4782,1190,615,4101,6566,6826,311
4783,8362,3151,1178,1318,1715,4725
4784,871,2097,9050,4853,2628,8752
4785,6324,5273,1634,5301,7332,2044
4786,643,4730,8051,6818,3001,6669
4787,2889,9584,3753,6941,5978,8607
4788,3879,4599,3652,3915,7434,64
4789,5108,8953,4720,6533,4259,9320
4790,2339,7153,1033,8876,4699,6332
4791,8488,2463,8258,2123,7688,1065
4792,1762,7115,6272,6051,2379,7767
4793,511,908,3357,2018,4261,1535
4794,3321,1493,920,675,4807,6046
4795,2960,7371,4744,9717,4292,2872
4796,8993,7134,5367,4147,2828,9741
4797,1232,5985,3119,1464,4545,2286
4798,3081,1247,2797,9641,9454,3509
4799,2486,8735,6312,2123,9964,9715
4800,4643,3651,7776,4615,1469,4424
4801,9057,6823,9318,3574,1469,8216
4802,665,7355,8245,2150,4419,349
4803,968,5895,6105,9099,5059,8666
4804,1779,8353,592,2878,7119,7949
4805,9556,2074,6734,1092,4943,4331
4806,4896,4371,3121,5510,1732,5755
4807,1997,3976,889,3523,6842,4796
4808,4124,6809,9470,6727,2602,4586
4809,2614,3157,9835,4321,2821,6658
4810,1876,2907,6674,9065,5145,5970
4811,5233,5384,9613,6322,251,5080
4812,6857,4942,9109,7400,5745,1740
4813,8949,8898,3590,8721,879,4065
4814,7253,6572,6765,6370,1264,2350
4815,16,3473,2086,8365,4262,6443
4816,3202,2919,755,4155,643,8426
4817,8909,8155,4257,1904,4060,6571
4818,1257,9694,9064,5868,8146,5423
4819,8425,8753,6994,2763,5502,9712
4820,7807,4738,6426,590,8415,4338
4821,6057,8429,5652,9137,3335,2123
4822,5367,681,5745,9479,7718,8198
4823,9075,2315,7644,3379,9438,8080
4824,8017,6969,77,4869,1287,959
4825,5496,6706,4267,2388,1683,4003
4826,4382,6991,9979,2179,9467,7048
4827,2339,4000,4206,9922,1405,4422
4828,2213,522,3512,5192,4151,8388
4829,7787,6832,5983,9061,7977,5792
4830,8202,364,2176,6980,8389,906
4831,9974,4561,4059,672,9416,8729
4832,6226,5735,2725,5959,7739,7502
4833,2054,3313,9144,6937,7151,9579
4834,3538,7859,7502,1641,9045,4404
4835,1758,4473,9194,6528,3292,8235
4836,6870,3753,9734,2922,4107,5027
4837,8972,5539,3744,6341,3989,1434
4838,9474,1936,9108,9519,2017,975
4839,5256,5005,9044,8932,2874,1683
4840,7603,5284,6409,7640,4113,6409
4841,374,7405,8473,1577,6678,4572
4842,5018,6050,4853,7683,8601,1292
4843,313,6184,809,7116,3426,1319
4844,2545,4557,7843,7325,6510,4046
4845,112,8870,483,5052,6372,4934
4846,4312,9331,7194,415,6235,6068
4847,4451,8847,1359,46,1335,5218
4848,8005,468,1134,1911,6943,5615
4849,9732,7059,6257,4766,7970,5080
4850,1488,4958,2374,390,2693,2463
4851,2549,638,4574,2061,5648,2062
4852,4437,8476,9439,7394,2372,8088
4853,8309,8248,8294,58,320,2064
4854,1543,5861,1494,2892,8135,7512
4855,8083,3192,3960,3238,1251,3838
4856,5811,8624,9353,6794,8754,4013
4857,1484,5311,433,9484,2292,236
4858,166,2343,1975,9664,4188,6613
4859,2107,6144,974,6235,4503,3524
4860,6814,8890,2672,6899,2918,1709
4861,4865,4304,493,3046,366,2072
4862,7012,3247,1810,524,40,9769
4863,9609,184,8237,1927,5605,3054
4864,2400,1554,5485,9475,819,2184
4865,6230,5122,6416,9072,8587,4009
4866,1655,2105,9038,9287,7931,3737
4867,1035,8315,2467,7006,7710,5750
4868,3532,1498,3165,2713,3024,1833
4869,1823,8684,1982,5986,1378,496
4870,9616,3958,6671,8439,7608,9165
