index,x1,x2,x3,x4,y1,y2,y3,y4
2707,842,1335,8800,5847,9572,36,6494,8831
2708,2499,48,5142,4254,9468,3954,4783,770
2709,8988,7315,5672,3245,1877,2491,8610,8782
2710,6781,9807,7599,9042,5078,3662,1652,5680
2711,4344,7202,8955,617,230,1242,1645,9130
2712,8824,2594,7681,7430,619,5695,554,2844
2713,8719,9712,4355,1044,4384,1714,4647,5687
2714,1772,4731,3560,6578,3921,8187,6157,5231
2715,4813,2164,9358,2679,4936,9124,6893,3007
2716,1086,4565,1825,5119,9460,8608,5459,6376
2717,9660,564,5003,8139,93,2363,2333,7933
2718,3346,5457,2267,5966,6084,5575,8338,9949
2719,2520,4648,3355,6236,9379,4384,1375,2474
2720,3084,8549,1108,9192,564,6943,8216,9860
2721,9728,9556,8802,172,8219,2036,3118,8379
2722,2626,6084,4050,433,1507,7495,8145,8672
2723,7206,3298,2367,9132,3159,3700,7656,3395
2724,3507,6860,7426,3723,4425,4272,482,6606
2725,72,5363,6571,9775,1644,6765,9888,2475
2726,3189,1761,9217,4734,9410,4675,3276,943
2727,9977,7781,1370,3609,8007,1716,5349,5881
2728,7639,5518,2601,6700,530,4407,238,1999
2729,976,4907,7540,4108,3705,239,6748,7133
2730,7898,6382,3921,3377,6262,6525,77,2279
2731,3316,333,3641,393,7513,9144,8635,1630
2732,6764,3629,4711,8895,2903,4445,4916,7761
2733,2818,9497,2102,2022,537,964,8039,5088
2734,2208,2215,9043,2510,6495,778,2843,3556
2735,672,3789,5981,9086,8373,8192,995,1685
2736,4307,6064,1153,9110,6166,5683,3899,2376
2737,4987,8563,1687,8385,9938,8781,7473,5378
2738,9096,6116,1117,6993,158,2659,194,5393
2739,4317,9345,2196,747,7315,772,2384,1627
2740,2562,9973,8366,2646,2062,1000,7295,7323
2741,6734,7529,6005,1681,8217,6361,9384,1573
2742,2427,8043,2286,2630,6341,2409,2680,9764
2743,8867,3652,4826,8957,9708,6858,4592,8983
2744,8769,7914,89,2917,386,3631,6268,5022
2745,2327,597,5426,1587,1034,83,1781,2730
2746,1100,9142,6744,6096,8655,5264,5362,1826
2747,4774,3915,9373,1557,4471,5857,4483,8694
2748,558,3182,6954,6031,3205,1187,7314,6279
2749,1173,3070,5461,9690,9770,8157,5454,8149
2750,535,7942,8675,9822,2587,4133,5734,2984
2751,9229,551,6597,3188,7572,4920,8444,7355
2752,7199,1938,2169,5961,2111,577,9638,3300
2753,6599,1781,2273,2949,2931,882,7128,7156
2754,5964,6194,5571,3650,1678,482,5671,384
2755,1735,4202,999,3503,3068,6725,4129,6146
2756,2803,8668,2365,1807,9918,9354,2890,5582
2757,7761,396,8971,1414,5697,2578,7141,4772
2758,1506,4939,2169,2905,1487,5942,3188,503
2759,4628,459,2456,5690,7666,368,1624,6289
2760,7906,3768,207,3518,3876,6624,4020,6198
2761,8113,6418,2745,8146,5789,1616,5467,517
2762,7254,494,1271,2506,4910,1266,1268,3349
2763,9866,4264,2476,2139,2010,95,6637,6214
2764,6432,1907,4727,3894,3025,122,6683,973
2765,793,4621,3362,918,9392,7550,2086,7266
2766,8076,8876,2092,1373,3909,43,3657,3270
2767,4369,5068,494,9109,3,4489,2742,2276
2768,1286,9016,5829,3653,4522,5243,6515,3857
2769,2035,5971,5916,7158,6956,5432,6862,9142
2770,1285,8046,8888,9176,2455,8046,9655,6323
2771,4377,2564,33,1876,4544,7317,499,2260
2772,9749,2746,9192,4,2362,2140,5034,474
2773,5140,3888,7787,8127,4817,7482,6412,686
2774,6046,6707,6284,1613,764,531,7111,73
2775,4045,7187,7527,220,2320,5077,624,2430
2776,6285,9668,5122,7109,8065,2774,5523,3485
2777,145,602,1159,2732,9125,2765,110,7854
2778,2093,4133,3269,3769,8479,4390,2599,4495
2779,8231,7902,5343,7676,1036,9250,2422,4729
2780,9512,9712,8216,1025,1393,8310,1015,5164
2781,2384,3847,6014,5859,9028,8475,1522,5464
2782,8046,8127,2833,1101,9951,3629,401,9786
2783,7491,6280,4537,4131,4979,1527,7886,8752
2784,3703,4583,175,914,5137,430,1681,554
2785,2117,9698,3952,167,5356,5863,6536,6743
2786,4039,8663,7477,4787,6157,7454,2620,2324
2787,7449,3790,5973,9589,9493,6717,2617,5546
2788,7074,8991,1548,3048,6810,6582,4029,6330
2789,7718,7805,2999,4867,4857,8901,5045,6498
2790,2570,9344,6751,3020,5905,7791,4768,2618
2791,2348,5932,2434,5426,8006,1980,518,5123
2792,2834,6855,6816,777,7258,888,4029,8984
2793,4880,6859,8636,4268,1062,2508,4475,6321
2794,6245,3192,8331,4916,3965,5313,8553,5519
2795,3167,2333,5696,365,4682,8604,3226,3165
2796,2430,7391,3407,3890,9985,8748,9752,8545
2797,2547,8548,9463,9113,3598,7848,3631,9920
2798,5812,5399,5317,5445,4717,482,5502,3594
2799,9374,4965,4279,9244,2562,9929,4927,489
2800,4713,6768,2807,2806,2026,4413,9398,4687
2801,2041,5036,6257,2474,8621,2565,3611,3236
2802,4955,1994,709,9575,3838,2131,1995,8126
2803,445,2314,1244,661,9488,2196,9601,8822
2804,3291,5957,5178,2732,7741,548,7380,5754
2805,1624,2220,9329,6455,5756,2325,9073,5379
2806,7023,8442,9496,8355,725,8332,7425,6338
2807,9736,2106,2709,2492,6587,1868,201,8677
2808,929,9802,4374,2951,1175,9669,5609,941
2809,405,9180,4082,9031,8522,3197,2265,7251
2810,2159,7430,5794,5759,8190,2727,3973,9569
2811,4971,9813,7166,8606,620,8352,4261,1084
2812,4399,3838,3826,4944,2170,9580,6979,3909
2813,1323,9238,9104,2485,2994,7751,8348,9710
2814,2900,7730,94,2089,9497,3239,2211,3464
2815,8979,8073,6058,5847,8127,4620,6380,4436
2816,672,6375,4043,3124,403,8370,1852,9458
2817,562,2231,906,3652,1466,600,5688,8565
2818,7335,1538,474,4714,3241,2850,2478,563
2819,5840,4114,6171,1868,6809,626,3189,7475
2820,2313,4253,8494,167,2064,1516,3955,3884
2821,7899,7859,5638,644,5848,8959,2425,4523
2822,1801,1724,4158,6778,780,3920,6043,7903
2823,9886,4307,2281,2522,5171,9982,461,9089
2824,6169,2304,1943,1502,9106,1469,3052,6048
2825,4561,7640,5338,2778,5961,1819,1637,3956
2826,9508,1142,4627,1371,1998,6403,1748,5293
2827,8240,4651,6690,9787,8386,1506,7493,2031
2828,335,5700,3891,1030,122,6183,6293,8700
2829,9388,4383,7924,7494,479,1070,853,1767
2830,1395,8987,4020,1843,6206,4672,3909,1269
2831,8789,7373,7766,3645,5747,2227,7015,7543
2832,8792,127,7017,2921,9950,3294,2606,2138
2833,9515,3976,1703,485,3655,1554,6958,379
2834,332,6475,8170,4748,1234,5410,4553,8816
2835,4157,8270,3500,4695,4219,3056,8224,2697
2836,2984,3390,5214,5642,2435,923,5907,9417
2837,6933,3521,779,679,2143,949,4773,7867
2838,5233,4376,6718,9662,4255,3507,9410,28
2839,2457,3119,1204,7833,2575,2976,6524,4166
2840,3620,4187,8877,9691,1142,6768,9680,7392
2841,6404,6930,3225,1402,7908,455,2158,8067
2842,7588,4882,7480,7686,4559,4331,1680,3527
2843,1925,4996,9455,9646,957,4016,7458,2874
2844,5696,2880,2904,5175,7935,7452,3826,694
2845,3358,6943,3728,9304,6513,6304,865,3035
2846,1747,3685,732,7631,6402,4688,2106,5015
2847,5924,8572,4151,5281,5880,9818,9536,6422
2848,5748,7477,5251,6028,3823,966,1535,8224
2849,4843,4084,9886,7614,9467,1702,7432,5791
2850,5077,5842,9597,5910,9882,791,1965,3338
2851,1262,4887,4730,639,9019,5815,9744,4300
2852,1647,1789,9661,4519,5807,4462,8273,9939
2853,8897,9953,4291,4145,915,5329,7078,91
2854,756,7042,9790,2389,359,9555,421,9897
2855,6990,1711,7845,6300,8852,5416,3319,4639
2856,5340,2087,1521,8951,4851,1330,7940,2518
2857,3587,7078,3205,7338,1605,5406,190,9694
2858,333,6164,6794,3534,471,4901,9244,2863
2859,2778,7242,3688,1349,3587,1984,5577,9939
2860,294,7151,9632,5090,8111,7802,2995,7501
2861,1477,6118,7016,6882,5506,2311,3113,2718
2862,3174,5525,3460,7367,5032,7310,3689,6215
2863,3562,284,4753,6525,1860,7268,594,1405
2864,5947,4679,5750,3045,4046,3759,5245,4190
2865,5661,6345,278,8101,297,7586,6759,61
2866,2930,2495,2302,7386,9928,5715,6848,4223
2867,7216,6867,7512,1637,8088,4283,7662,1451
2868,9694,6865,9573,6063,6597,8711,178,9329
2869,6276,2529,3007,6610,7190,8558,8327,2858
2870,7125,3585,7155,5085,9196,8579,4159,7809
2871,2736,5009,2525,7980,8077,3294,8658,907
2872,1670,680,4745,993,1833,9744,6402,8098
2873,5808,9151,4464,7864,4908,4090,8138,9717
2874,4382,8839,5140,8983,3415,4300,3062,5957
2875,1295,6181,7694,2000,2392,9003,5757,7898
2876,6085,5249,4029,8007,5980,3657,3272,46
2877,342,2153,8634,513,2429,1080,3566,1892
2878,6485,3125,6501,1957,4690,3993,3243,6925
2879,5928,1120,5376,6570,2881,8480,5208,5982
2880,9568,6211,5952,2041,3019,7451,9813,1942
2881,2753,9731,8015,603,2508,2706,9989,5801
2882,9091,4351,6429,6785,838,3327,6317,2336
2883,9114,6195,2584,4871,2864,5176,9451,8885
2884,5163,8677,1069,2040,3680,6145,6508,1208
2885,5650,4884,7878,4027,4894,2536,3150,3705
2886,5984,1720,4251,1833,9883,5462,1105,3226
2887,7387,4037,9606,2915,4655,457,2123,4463
2888,9073,3178,6515,4735,6483,6333,831,4365
2889,7914,2057,3187,8606,4279,389,7851,5342
2890,945,1676,8248,6327,2787,4941,1022,3733
2891,6735,2690,8987,9718,54,9485,6760,6256
2892,4677,3972,1259,2892,4268,2249,2587,4033
2893,5253,9317,5599,6326,8141,2063,2096,1490
2894,4046,9129,3356,9596,740,8537,2842,2769
2895,5446,5458,1892,3553,1684,7649,7326,403
2896,5783,4593,6292,1709,4988,3528,9203,7559
2897,4491,7909,2763,2902,278,4068,5022,2205
2898,1794,5946,5288,9278,8197,4419,8778,557
2899,1708,8787,1769,6129,8674,2171,8877,9574
2900,4711,5392,4800,7858,7103,9741,8149,7185
2901,5610,9848,4653,4528,4259,7422,41,4894
2902,3421,728,2443,2646,1543,2515,7313,8878
2903,7833,9148,2116,9196,1966,9992,7939,5918
2904,4041,7801,6046,9781,4187,6914,8574,7776
2905,1769,318,3918,8623,5833,6988,1312,1571
2906,7679,9485,6573,1877,373,1635,9246,5406
2907,8066,4636,3274,5621,5629,4510,5282,2507
2908,5042,5773,619,3611,1469,4894,6163,4697
2909,3617,4831,7193,6788,9452,6470,4953,1626
2910,9349,4607,8998,6688,4661,9684,9935,8861
2911,7801,720,2793,2050,6687,7122,9525,4288
2912,2727,5663,4139,5477,5899,5935,9593,4022
2913,5624,5393,4667,6037,207,5580,2066,1583
2914,5140,6666,4361,4117,6760,9903,983,3207
2915,6260,4896,9786,5834,9236,9661,9521,5895
2916,6924,5200,8777,2867,9373,5026,8829,6211
2917,3008,7679,271,72,710,9205,1204,8872
2918,1418,7616,9851,1255,7738,5721,1190,304
2919,3831,3263,1044,9330,1929,7934,4400,1653
2920,1321,2595,439,7427,4255,9160,527,5765
2921,4172,7545,7514,1786,30,2310,4811,8831
2922,9150,5642,4741,7522,8463,2651,9809,4317
2923,7537,2506,5409,281,9303,9680,2705,1804
2924,9269,1234,1235,5855,953,7680,913,3240
2925,3286,5115,379,7616,5700,2101,914,3991
2926,5682,4874,7261,8194,6294,1058,2403,2444
2927,1734,5172,304,4256,2110,221,6874,2292
2928,7670,7422,4395,3223,6300,6522,7735,5745
2929,620,5286,7349,223,4178,5665,903,5018
2930,474,5320,8296,2702,5812,7193,5624,1886
2931,7703,3485,5993,7529,2970,5060,254,9614
2932,3073,1510,6931,7937,5282,1823,5764,5147
2933,6993,1967,961,7432,6751,4209,8956,1649
2934,611,2631,6921,4121,2015,3176,1755,7206
2935,7213,1868,143,8894,1568,9994,3307,928
2936,1822,6158,7956,8801,415,614,2316,2533
2937,8268,74,1473,7002,6312,7227,1648,1736
2938,1072,2521,9427,8781,1226,8083,1583,4156
2939,569,8501,7324,4395,6105,8829,5402,3382
2940,4851,6739,2854,1813,7647,3512,5826,5391
2941,2975,1371,5608,105,9313,702,1569,6067
2942,1471,6899,7870,1634,5526,998,5047,1917
2943,9620,2204,8077,8435,2085,6214,4260,7430
2944,6175,5089,1156,5683,951,5063,9176,6162
2945,4567,378,3276,8944,4696,3517,7595,8673
2946,1525,9594,6576,1423,452,1580,3708,400
2947,9234,9862,4904,5486,1489,6406,9387,6679
2948,4459,1456,6992,6798,5254,2842,7053,9500
2949,4991,6173,4887,1266,3227,9393,9988,3666
2950,3444,768,4318,5441,7685,2792,601,4644
2951,4670,3186,695,3523,6234,8863,6098,4361
2952,145,3193,6303,7960,3681,7216,4364,9518
2953,8284,5376,1834,9948,4872,1981,7990,9838
2954,992,5538,3053,3974,9575,3114,7611,1484
2955,7913,8073,8045,9701,8667,5082,1693,859
2956,5919,8923,3955,1409,2601,5146,7815,4740
2957,4653,5799,4679,5183,2456,7941,3139,9133
2958,4968,186,4892,3714,2158,5968,9656,3861
2959,7049,3177,9489,1686,2423,5155,3033,3972
2960,4311,7011,7503,1516,1409,9118,7413,6068
2961,9495,359,7035,5235,1704,9331,1544,6613
2962,6496,2288,5128,7033,1231,6158,1522,2427
2963,2268,746,4230,7524,7783,5068,8694,1957
2964,2722,7003,1818,5005,6109,952,7625,2605
2965,6988,4610,9899,9654,9347,1929,7780,7365
2966,1232,4799,8983,9351,9844,3684,3014,2237
2967,299,987,7653,7460,6837,6338,4421,3706
2968,6841,6676,9201,7610,4852,371,9964,4270
2969,286,4397,113,9602,2737,3728,7237,149
2970,7650,3267,4735,2436,2310,576,1676,7426
2971,4692,1622,1508,9468,5550,7042,3674,9725
2972,6112,6761,2945,7307,3762,3222,3021,9776
2973,4493,6392,1708,1071,1457,3171,1881,681
2974,9247,7060,5149,7470,4489,768,6423,2447
2975,8080,6963,4092,5937,4676,5187,3362,887
2976,7966,9073,5364,5493,7785,3625,2906,701
2977,1565,229,4235,797,6788,4699,1820,2775
2978,8918,6554,3839,4155,3009,4320,5741,7447
2979,9454,5836,4738,1334,5932,3233,2168,8190
2980,8721,3966,2025,5950,601,3954,7620,1272
2981,6874,3745,7203,7642,3151,6413,1668,5839
2982,5824,7922,4426,4599,8762,7939,4939,9816
2983,656,5781,4297,8,4739,4583,4660,9458
2984,4725,2895,113,4380,6369,922,9061,3188
2985,5775,2293,1881,1637,9694,4104,6578,3168
2986,5492,4711,4468,3368,999,9389,8602,4161
2987,86,7341,2826,4211,9313,6895,5082,1668
2988,9739,9549,5195,6758,2479,6705,2684,8343
2989,1514,3209,3045,9273,5826,9395,661,4121
2990,9845,6082,2241,2185,2899,9765,7399,8823
2991,1371,4662,2955,1973,7985,2388,9979,1451
2992,8721,4478,7727,5669,4557,4316,5988,3089
2993,2440,8939,9018,7878,8740,4721,4680,1887
2994,3694,7736,772,6192,4996,6297,7682,677
2995,2694,5007,1152,2214,5443,9012,4283,2371
2996,7240,3968,8081,9237,1619,4782,9578,9499
2997,3325,1794,4685,8459,131,469,1806,7184
2998,2963,520,604,1228,5761,9520,3934,9899
2999,7709,3067,8275,8870,1697,4334,4000,9174
3000,6374,8541,1580,1979,6853,9568,8768,9835
3001,1125,6121,4209,3996,4457,9532,5976,1435
3002,9630,7426,6862,2727,3323,9881,4386,7024
3003,7785,5998,4160,4790,4262,3089,3409,9509
3004,5890,4190,462,5281,2315,7327,448,6356
3005,548,7991,2609,2752,1962,2342,6559,8718
3006,415,6580,6216,720,9611,3945,1272,5202
3007,5084,5292,324,8461,6581,4050,5528,5235
3008,4093,8244,93,2995,4560,2447,2919,5176
3009,2134,7629,7852,7529,4987,436,8146,9916
3010,2732,8394,2694,9419,9174,6642,8222,8378
3011,1322,5701,9282,9709,1505,8183,626,399
3012,9872,3542,8876,5173,4636,4885,6390,8593
3013,4588,1310,7786,6621,4808,70,4616,4731
3014,8115,9065,2267,5233,1710,7692,8785,7701
3015,1685,3357,5560,7154,6474,9699,9540,2690
3016,9798,9572,404,4628,7725,6195,3332,276
3017,9654,4598,523,8805,8676,5950,6739,7019
3018,6590,9910,6757,6800,9126,759,8103,7564
3019,5840,8427,3894,6857,6746,4272,6070,6011
3020,3285,8686,9680,6954,5658,1485,6609,3374
3021,6170,1680,5413,5624,1866,7726,2847,3593
3022,7911,1157,4084,3535,4201,3481,4809,342
3023,7275,3208,9098,873,8150,2743,226,1672
3024,4721,3053,1578,4301,5015,7267,6003,9817
3025,8795,1076,4988,9970,6775,172,3856,6877
3026,7861,9827,1882,6529,9780,4604,5767,6575
3027,8115,4483,6455,1632,2718,5536,8681,6735
3028,3757,8312,8624,8770,2075,5764,1254,187
3029,8801,3986,2936,9995,5290,1783,8934,3361
3030,5517,6253,4461,8745,2616,6830,2467,6967
3031,7476,5156,3181,6787,1531,6906,5001,1840
3032,9542,1958,7220,4936,1785,7709,9846,4289
3033,9356,8822,317,2620,9374,9047,475,5448
3034,7186,4718,6226,2015,2024,5830,6009,6826
3035,7038,6404,3645,4175,6939,343,5241,9206
3036,6835,9263,8942,6477,9556,6498,1529,8411
3037,7728,7076,5300,605,7254,2489,6480,9465
3038,8692,3838,7346,4593,6972,7317,9947,9340
3039,7183,9373,7133,1956,3588,1358,2598,9291
3040,7258,162,587,1386,5760,2452,3177,2419
3041,9204,9950,4339,4280,4151,1886,2466,1486
3042,1426,4360,6959,5909,9707,6791,2162,7244
3043,6063,3480,5578,9977,1142,9768,7184,5389
3044,8953,2182,9574,1593,4435,3470,4406,6134
3045,2364,5254,3028,8274,8878,431,6205,3870
3046,4751,3835,4579,9640,9257,8874,1750,4441
3047,2631,2114,2384,9060,4605,3533,742,1469
3048,5764,8630,4358,7244,9853,1204,4014,2559
3049,1596,3618,6500,8231,7526,1563,475,2607
3050,6145,1093,5712,8957,1884,4444,9391,7768
3051,4494,7074,3723,7093,4148,4080,1825,4094
3052,9878,8844,7508,9324,491,7013,8433,6362
3053,997,6320,1661,1082,3808,2786,1466,8229
3054,8568,3863,5831,5004,6668,4498,251,1848
3055,7418,2883,5512,6066,3056,7823,7754,532
3056,7922,1244,1673,9677,8691,662,8831,316
3057,6914,1114,4860,8252,9787,9701,9875,4129
3058,6649,5378,6376,7646,1458,976,1598,2629
3059,2211,4033,3822,5534,5137,8965,8837,2488
3060,3182,963,4492,5987,4855,5288,8102,3087
3061,2366,1346,5476,1796,5156,6619,4079,2199
3062,3724,1307,4417,9677,7433,2168,1218,8572
3063,4736,2230,9848,6809,3716,3872,7834,1587
3064,2262,1763,3663,8408,9910,46,9650,5760
3065,2904,8941,9455,3074,1380,853,3427,7176
3066,9704,6765,8439,7377,4623,2243,1557,3990
3067,38,9032,154,3393,6580,7253,3033,3367
3068,6995,9073,1132,1660,4646,8229,2760,8196
3069,5069,1622,8579,4172,1218,9911,3533,6992
3070,2584,7357,5629,2916,1578,7172,3560,7662
3071,1862,9438,5843,6364,8511,1156,9488,4224
3072,4100,5582,4727,3752,422,9089,5730,4587
3073,1060,4929,9775,6530,9391,3049,7733,3645
3074,9633,8063,2766,3330,8465,4188,6660,4885
3075,8153,9247,5232,2836,2798,7047,7652,2175
3076,9928,499,1809,7277,809,7325,577,8413
3077,7886,999,4006,9497,5500,2605,4111,7498
3078,6676,5726,9291,9077,966,59,3699,7351
3079,844,3010,7226,523,1998,3125,1818,8592
3080,1552,3919,7230,7612,6831,8087,3463,5276
3081,7739,9384,5276,9582,4146,399,7508,9831
3082,8088,1188,9118,6702,4122,8626,558,245
3083,7933,2441,5381,3272,7599,9196,6183,5277
3084,8444,3696,2043,370,6129,4701,2594,8401
3085,9242,1357,250,461,9868,9861,9125,3946
3086,1957,1397,7179,6487,6183,3937,9413,7142
3087,1961,6192,3550,9395,369,5070,9922,3466
3088,944,905,8342,2077,894,3401,3710,2152
3089,3323,7359,3222,3526,7381,4359,8441,8845
3090,864,7119,6233,4446,3325,8782,8068,2872
3091,8662,6496,4782,1038,6635,5974,4320,7416
3092,6846,237,78,5934,1860,5934,3826,9446
3093,9714,2669,3406,2469,3406,2194,7668,9701
3094,9192,1396,7971,1741,9349,4311,1106,6584
3095,187,4196,8393,6490,5143,8688,7580,1956
3096,2131,324,4534,3324,7295,5936,261,4231
3097,6862,5587,6828,6490,3090,7889,2901,4434
3098,6401,5542,3178,4533,3976,9288,6351,4999
3099,9001,6608,7559,8920,9949,9292,2985,5000
3100,8740,6803,4017,1491,1221,629,1992,5140
3101,9676,4807,3553,2630,7982,1704,8309,5972
3102,4165,4502,1693,6322,1945,2188,6006,4564
3103,5165,5524,1725,1001,4458,6195,309,1918
3104,8115,9384,1980,6310,776,7609,7245,7595
3105,9297,8723,4530,6983,6746,460,6884,1236
3106,2158,8004,8822,9805,3575,3011,6898,7087
3107,5432,8439,7608,439,6758,6257,2567,1422
3108,2986,6848,7318,6180,5867,9063,3239,4644
3109,6151,3222,4347,4814,5080,8544,7730,6686
3110,4834,1826,2569,7537,3584,4301,4904,7603
3111,1225,3740,4321,7597,7237,5952,6699,5015
3112,7505,2105,7761,9180,6989,1043,8843,4512
3113,1018,1341,8676,4616,1959,2139,4546,7634
3114,9994,7979,7641,4484,4370,7009,2060,8656
3115,2905,865,8137,4064,3293,420,3297,7882
3116,83,6260,1247,9046,5957,5839,9779,3403
3117,6415,1127,9636,335,5487,1006,9713,2190
3118,7161,4356,59,6699,10,3583,2995,8898
3119,1379,6456,814,9141,3637,636,8573,5833
3120,9054,8767,1686,1979,564,9450,8040,7170
3121,9258,247,7033,8647,9744,9194,7898,6209
3122,3205,5804,2721,4625,9431,382,8890,6404
3123,2614,1298,2743,4614,396,3936,2112,8198
3124,756,2279,8229,5717,8077,461,8511,3134
3125,7081,9561,6460,7515,7058,3911,1624,6927
3126,6264,784,2687,8067,7079,3867,9983,85
3127,8825,2473,4345,7068,3998,9497,6412,2892
3128,9259,8448,1374,5057,605,6444,606,8948
3129,1737,9088,8073,1256,1890,2700,6292,7024
3130,3703,7542,6315,8012,2392,4676,211,9587
3131,8244,9541,2514,4000,6106,3114,5564,880
3132,6612,7762,4759,7106,4262,3930,2781,7770
3133,9536,5486,8960,1883,214,5395,5990,9000
3134,1995,8855,5446,4602,6889,7518,3373,5303
3135,6293,1990,3195,2853,5150,4342,1743,7858
3136,8923,9063,6775,380,7873,1040,647,7973
3137,5320,1634,5703,5655,1124,8743,7754,8302
3138,4269,9894,6345,6201,6556,5683,1359,4055
3139,6030,5759,8457,8395,2246,2001,9595,1867
3140,4743,3725,7745,4421,6592,3258,8126,2368
3141,5286,4603,1452,4154,1672,6243,2356,9956
3142,9683,8954,2928,1003,7925,2016,8720,982
3143,7828,4223,4900,690,907,8590,246,3644
3144,1471,8021,7996,3259,9637,3350,1863,5959
3145,861,8746,9127,5001,5845,3572,2689,6894
3146,2344,9836,8646,2511,4775,1421,5358,7255
3147,9476,3639,6208,9107,6698,6668,11,7314
3148,7014,8404,5098,1416,7915,3398,762,1896
3149,3913,184,2734,9571,2847,2556,6073,2248
3150,7565,9621,5762,8712,767,439,3792,6046
3151,5374,8333,9032,5192,7988,6763,4875,8640
3152,2175,1144,6670,4185,8664,7292,4619,7382
3153,6891,6010,5363,9095,8149,3629,5984,8040
3154,2065,3820,3041,9411,9336,9374,7984,2143
3155,5914,5642,2377,3832,9702,32,4758,4036
3156,6908,4935,7551,8502,7609,6538,7710,5150
3157,4635,8348,7281,4997,8778,4559,7436,1779
3158,5367,2198,2081,7681,4764,2160,2343,1459
3159,7587,4420,4692,2407,4069,7734,6590,2930
3160,5893,5462,9148,8347,2334,6595,3122,2739
3161,2937,8046,9310,1147,8524,8759,8905,2268
3162,6823,8939,1717,5457,5774,9892,3228,24
3163,944,5008,8371,2937,7486,7817,9938,8089
3164,7413,2616,8463,9553,6985,6906,4668,3160
3165,2966,3275,5026,6887,4207,1458,7373,5299
3166,2853,825,731,3708,614,4010,4551,1685
3167,5947,2242,1087,8649,3050,2245,5248,2438
3168,3907,693,8920,9421,2491,9557,6841,5417
3169,5311,347,7898,5285,431,542,8726,4747
3170,6005,9969,4570,8962,4211,9582,6315,4746
3171,9203,1095,8460,3650,8392,4437,6884,808
3172,4644,130,2961,2298,8593,9171,3066,7654
3173,7484,2778,8639,2282,4204,3061,146,3114
3174,7493,2764,6752,6516,4230,9574,1782,4913
3175,8644,2546,8953,498,2079,9603,8039,5176
3176,1049,9720,5890,1205,9878,5448,8599,5210
3177,7045,7676,1361,6646,6184,6679,4041,3188
3178,43,246,8648,5440,4713,5732,9655,7419
3179,3912,9130,7374,9150,5689,9876,2143,1656
3180,934,1870,6495,2637,2039,5253,5483,8220
3181,2058,4542,5642,9600,9330,6725,7954,491
3182,3139,2316,9182,6628,9713,157,8934,1749
3183,2084,4655,3486,1073,4381,7120,3237,8818
3184,5899,9598,9458,9274,7045,5975,9176,7179
3185,3975,6079,9540,1762,8831,2273,7175,7878
3186,102,5200,5978,4116,7148,6681,4323,2677
3187,7270,7448,2743,423,706,6248,5883,3090
3188,2101,4410,8404,6396,9629,5447,3266,5126
3189,5644,1078,1371,5936,1894,7329,8083,4736
3190,9349,8072,5665,6146,6514,2642,4469,7072
3191,8649,8130,4469,3826,8449,4766,4994,154
3192,7213,6931,8162,3360,7030,3753,4068,3449
3193,1908,7779,9624,6751,313,1466,9220,8526
3194,5807,3567,6241,7172,5219,2316,6248,1495
3195,8594,2205,2728,3139,9013,3757,2672,9335
3196,1368,9963,3205,5965,6233,3520,5330,7925
3197,7901,9579,7786,1667,6854,5396,1363,2698
3198,2136,3908,8327,5261,236,1051,8650,2700
3199,2502,4353,1992,9022,6858,2461,3153,8239
3200,1333,7125,9852,3881,9078,5727,1577,4053
3201,9602,8698,1420,7142,5822,4604,1731,9506
3202,7804,8729,3333,6323,9309,7603,7768,3169
3203,1891,708,9577,5567,1597,9461,2438,8837
3204,5434,9569,5747,1176,8533,9305,7311,9679
3205,2183,7162,8037,6654,1266,3885,1644,9792
3206,6345,2490,6606,4330,9549,3054,2419,4922
3207,4659,4375,3205,2091,9259,3561,9710,2924
3208,1569,1399,9158,1373,8888,8025,3458,4698
3209,7480,1904,9254,9522,1425,7977,3981,4056
3210,1626,5355,4930,1174,8551,9341,1339,6775
3211,6840,1756,5814,2009,2787,2969,2349,1536
3212,5512,4122,6486,9719,1519,6668,1894,757
3213,2460,357,7882,4645,6435,172,7944,123
3214,8868,2458,7564,1059,6680,2152,6546,9909
3215,7643,7279,1787,3276,8058,35,8439,9347
3216,8266,5307,3646,7980,2837,8148,6856,6067
3217,2875,9124,9223,4642,8409,658,2793,4402
3218,9782,734,537,6433,3375,3418,9361,3533
3219,5284,7404,2175,7784,5433,6692,30,6991
3220,4814,5230,6539,5508,3840,7446,9884,8504
3221,1290,1499,7604,2607,4984,1945,7052,3269
3222,5644,4636,3241,9998,3839,2177,6309,3447
3223,5581,5854,9967,1675,6808,4867,6752,7645
3224,5496,5061,8071,8341,4537,8564,5166,6725
3225,5376,1863,4793,1129,3925,5689,4770,9626
3226,9307,3030,3790,9169,8075,892,6976,4358
3227,4235,3734,5947,8880,6501,6595,6010,9674
3228,9274,2153,5818,9704,2355,8862,5896,4620
3229,5720,2423,2121,7832,9718,2753,3296,5141
3230,4717,8554,4181,1183,6544,2205,6742,6106
3231,2960,8625,3172,1897,3576,6571,7741,2460
3232,9019,4910,8170,8534,3457,556,8177,3448
3233,9336,128,9219,6179,7497,4104,7170,9161
3234,2012,1251,1182,7050,2109,6135,5752,9050
3235,2978,6099,1841,6892,7734,4423,2329,6019
3236,5148,881,5311,7747,4176,4739,5708,5999
3237,4368,4133,2392,6030,5450,9975,1680,6332
